"brand","sku","product_name","supplier_cost","product_description_html"
"USG Sheetrock® Tools","030250","USG Sheetrock Acoustical Sealant",8.64,"<u>Features:</u> <ul> <li>Excellent sound-flanking material (Supports high STC ratings)</li> <li>Superior performance as a fire caulk in UL-classified joint systems</li> <li>Ideal for use in smoke and/or sound assemblies</li> <li>Meets ASTM C834 specifications for latex sealants</li> <li>Grade 0 degrees F low temperature flexibility, strong bond</li> <li>Low VOC</li> </ul>"
"USG Sheetrock® Tools","114CDWS5","USG Sheetrock Tools #6 X 1-1/4"" Textured Head, Coarse Thread Drywall Screw w/ TENZ [5LB]",14.2,"<p>USG Sheetrock Coarse Thread Drywall Screws are utilized in the installation of gypsum board to wood framing. These screws feature an extra sharp point that makes penetrating into wood quick and easy. This screw was designed with TENZ Stair Thread Technology that reduces torque, tool wear, and increases driving speed. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality gray phosphate coating finish that easily blends with your mudding and paint for interior applications.</p> <p><strong>TENZ Technology</strong></p> <p>The stairs called ""Stairs of the Peak (SP)"" and ""Stairs of the Vale (SV)"" are located along the thread and the precise shape makes it possible to displace the wood fibers in a gentle way. The interplay between the pair of stairs makes the TENZ Stairs Thread Technology so unique.&nbsp;</p> <p>4 Reasons for TENZ:</p> <ul> <li><strong>MORE POWER WITH ONE BATTERY:</strong> Maximum utilization of the battery power. Set up to twice as many screws with one battery charge.</li> <li><strong>INCREASES TOOL LIFE:</strong> Lower costs, as the service life of the tool is increased up to 10 times.&nbsp;</li> <li><strong>TOP PERFORMANCE - MINIMUM EFFORT:</strong> Up to 50% less resistance reduces the amount of working power required for screwing.</li> <li><strong>PROTECTS WOOD:</strong> With TENZ Stairs the wood fibers are gently displaced instead of being drilled or milled. This effect is unique for TENZ Technology.&nbsp;</li> </ul> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Gray Phosphate Coating</li> <li>Designed for Attaching Gypsum Panels to Wood Studs</li> <li>Hi-Tech Thread Design</li> <li>Extreme Sharp Point-Faster Engagement</li> </ul> <p>&nbsp;</p> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/CoarseThread_SellSheet_3.pdf"">Coarse Thread Drywall Screw Sell Sheet (PDF)</a></p> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/TENZ_Technology_Handout.pdf"">TENZ Technology (PDF)</a></p>"
"USG Sheetrock® Tools","114CDWS8M","USG Sheetrock Tools #6 X 1-1/4"" Textured Head, Coarse Thread Drywall Screw w/ TENZ [Bulk]",43.75,"<p>USG Sheetrock Coarse Thread Drywall Screws are utilized in the installation of gypsum board to wood framing. These screws feature an extra sharp point that makes penetrating into wood quick and easy. This screw was designed with TENZ Stair Thread Technology that reduces torque, tool wear, and increases driving speed. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality gray phosphate coating finish that easily blends with your mudding and paint for interior applications.</p> <p><strong>TENZ Technology</strong></p> <p>The stairs called ""Stairs of the Peak (SP)"" and ""Stairs of the Vale (SV)"" are located along the thread and the precise shape makes it possible to displace the wood fibers in a gentle way. The interplay between the pair of stairs makes the TENZ Stairs Thread Technology so unique.&nbsp;</p> <p>4 Reasons for TENZ:</p> <ul> <li><strong>MORE POWER WITH ONE BATTERY:</strong> Maximum utilization of the battery power. Set up to twice as many screws with one battery charge.</li> <li><strong>INCREASES TOOL LIFE:</strong> Lower costs, as the service life of the tool is increased up to 10 times.&nbsp;</li> <li><strong>TOP PERFORMANCE - MINIMUM EFFORT:</strong> Up to 50% less resistance reduces the amount of working power required for screwing.</li> <li><strong>PROTECTS WOOD:</strong> With TENZ Stairs the wood fibers are gently displaced instead of being drilled or milled. This effect is unique for TENZ Technology.&nbsp;</li> </ul> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Gray Phosphate Coating</li> <li>Designed for Attaching Gypsum Panels to Wood Studs</li> <li>Hi-Tech Thread Design</li> <li>Extreme Sharp Point-Faster Engagement</li> </ul> <p>&nbsp;</p> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/CoarseThread_SellSheet_3.pdf"">Coarse Thread Drywall Screw Sell Sheet (PDF)</a></p> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/TENZ_Technology_Handout.pdf"">TENZ Technology (PDF)</a></p>"
"USG Sheetrock® Tools","114FDWS5","USG Sheetrock Tools 6 X 1-1/4"" Textured Head, Fine Thread Drywall Screw [5LB]",14.26,"<p>USG Sheetrock Fine Thread Drywall Screws are utilized in the installation of gypsum board to wood or light gauge steel framing. These screws feature an extreme sharp point that make penetrating into wood or 20-25 gauge metal studs quick and easy. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality gray phosphate coating finish that easily blends with your mudding and paint for interior applications.</p> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Phospahate Coating</li> <li>Ideal for Metal&nbsp;Studs</li> <li>Fine Thread</li> <li>Extreme Sharp Point Faster Engagement</li> </ul> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/FineThread_SellSheet_3.pdf"">Fine Thread Drywall Screw Sell Sheet (PDF)</a></p>"
"USG Sheetrock® Tools","114FDWS8M","6 X 1-1/4"" Textured Head, Fine Thread Drywall Screw [Bulk]",48.13,"<p>USG Sheetrock Fine Thread Drywall Screws are utilized in the installation of gypsum board to wood or light gauge steel framing. These screws feature an extreme sharp point that make penetrating into wood or 20-25 gauge metal studs quick and easy. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality gray phosphate coating finish that easily blends with your mudding and paint for interior applications.</p> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Phospahate Coating</li> <li>Ideal for Metal&nbsp;Studs</li> <li>Fine Thread</li> <li>Extreme Sharp Point Faster Engagement</li> </ul> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/FineThread_SellSheet_3.pdf"">Fine Thread Drywall Screw Sell Sheet (PDF)</a></p>"
"USG Sheetrock® Tools","114SDSZ5","USG Sheetrock Tools #6 X 1-1/4"" Textured Bugle Head, Self Drill Drywall Screw [5LB]",14.54,"<p>USG Sheetrock Bugle Head Self Drill Drywall Screws are utilized in the installation of gypsum board to light gauge steel framing. These screws feature an extra sharp point that makes penetrating into wood or light gauge metal studs quick and easy. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality&nbsp;zinc coating finish that easily blends with your mudding and paint for interior applications.</p> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Zinc Coating</li> <li>Ideal For Metal Studs</li> <li><strong>Self Drill:</strong> Designed for Attaching Gypsum Panels to Light Gauge Metal Studs</li> <li>Self Drill Point</li> </ul> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/SelfDrill_SellSheet_3.pdf"">Self Drill Drywall Screw Sell Sheet (PDF)</a></p>"
"USG Sheetrock® Tools","114SDSZ8M","USG Sheetrock Tools #6 X 1-1/4"" Textured Bugle Head, Self Drill Drywall Screw [Bulk]",67.55,"<p>USG Sheetrock Bugle Head Self Drill Drywall Screws are utilized in the installation of gypsum board to light gauge steel framing. These screws feature an extra sharp point that makes penetrating into wood or light gauge metal studs quick and easy. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality&nbsp;zinc coating finish that easily blends with your mudding and paint for interior applications.</p> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Zinc Coating</li> <li>Ideal For Metal Studs</li> <li><strong>Self Drill:</strong> Designed for Attaching Gypsum Panels to Light Gauge Metal Studs</li> <li>Self Drill Point</li> </ul> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/SelfDrill_SellSheet_3.pdf"">Self Drill Drywall Screw Sell Sheet (PDF)</a></p>"
"USG Sheetrock® Tools","118SDSZ10M","USG Sheetrock Tools #6 X 1-1/8"" Textured Bugle Head, Self Drill Drywall Screw [Bulk]",84.83,"<p>USG Sheetrock Bugle Head Self Drill Drywall Screws are utilized in the installation of gypsum board or light gauge steel framing. These screws feature an extra sharp point that makes penetrating into wood or light gauge metal studs quick and easy. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality&nbsp;zinc coating finish that easily blends with your mudding and paint for interior applications.</p> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Zinc Coating</li> <li>Ideal For Metal Studs</li> <li><strong>Self Drill:</strong> Designed for Attaching Gypsum Panels to Light Gauge Metal Studs</li> <li>Self Drill Point</li> </ul> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/SelfDrill_SellSheet_3.pdf"">Self Drill Drywall Screw Sell Sheet (PDF)</a></p>"
"USG Sheetrock® Tools","118SDSZ5","USG Sheetrock Tools #6 X 1-1/8"" Textured Bugle Head, Self Drill Drywall Screw [5LB]",14.54,"<p>USG Sheetrock Bugle Head Self Drill Drywall Screws are utilized in the installation of gypsum board to light gauge steel framing. These screws feature an extra sharp point that makes penetrating into wood or light gauge metal studs quick and easy. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality&nbsp;zinc coating finish that easily blends with your mudding and paint for interior applications.</p> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Zinc Coating</li> <li>Ideal For Metal Studs</li> <li><strong>Self Drill:</strong> Designed for Attaching Gypsum Panels to Light Gauge Metal Studs</li> <li>Self Drill Point</li> </ul> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/SelfDrill_SellSheet_3.pdf"">Self Drill Drywall Screw Sell Sheet (PDF)</a></p>"
"USG Sheetrock® Tools","158CDWS5","USG Sheetrock Tools #6 X 1-5/8"" Textured Head, Coarse Thread Drywall Screw w/ TENZ [5LB]",13.84,"<p>USG Sheetrock Coarse Thread Drywall Screws are utilized in the installation of gypsum board to wood framing. These screws feature an extra sharp point that makes penetrating into wood quick and easy. This screw was designed with TENZ Stair Thread Technology that reduces torque, tool wear, and increases driving speed. The revolutionary design of the #2 Phillips head features a textured surface for better mud adhesion during finishing. The screw also has a high-quality gray phosphate coating finish that easily blends with your mudding and paint for interior applications.</p> <p><strong>TENZ Technology</strong></p> <p>The stairs called ""Stairs of the Peak (SP)"" and ""Stairs of the Vale (SV)"" are located along the thread and the precise shape makes it possible to displace the wood fibers in a gentle way. The interplay between the pair of stairs makes the TENZ Stairs Thread Technology so unique.&nbsp;</p> <p>4 Reasons for TENZ:</p> <ul> <li><strong>MORE POWER WITH ONE BATTERY:</strong> Maximum utilization of the battery power. Set up to twice as many screws with one battery charge.</li> <li><strong>INCREASES TOOL LIFE:</strong> Lower costs, as the service life of the tool is increased up to 10 times.&nbsp;</li> <li><strong>TOP PERFORMANCE - MINIMUM EFFORT:</strong> Up to 50% less resistance reduces the amount of working power required for screwing.</li> <li><strong>PROTECTS WOOD:</strong> With TENZ Stairs the wood fibers are gently displaced instead of being drilled or milled. This effect is unique for TENZ Technology.&nbsp;</li> </ul> <p>Features:</p> <ul> <li>Textured Head For Better Mud Adhesion</li> <li>Gray Phosphate Coating</li> <li>Designed for Attaching Gypsum Panels to Wood Studs</li> <li>Hi-Tech Thread Design</li> <li>Extreme Sharp Point-Faster Engagement</li> </ul> <p>&nbsp;</p> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/CoarseThread_SellSheet_3.pdf"">Coarse Thread Drywall Screw Sell Sheet (PDF)</a></p> <p><a href=""https://s3.amazonaws.com/tswfastcomfiles/category/TENZ_Technology_Handout.pdf"">TENZ Technology (PDF)</a></p>"
