sku,name,brand,product_type,current_price,map_price,gtin,mpn,manufacturer_sku,slug
PT-CA8,"Platinum 8"" Corner Applicator",Platinum Drywall Tools,simple,159.00,,,PT-CA8,PT-CA8,platinum-8-inch-corner-applicator-pt-ca8
PT-BF,Platinum Box Filler Attachment,Platinum Drywall Tools,simple,49.00,,,PT-BF,PT-BF,platinum-box-filler-attachment-pt-bf
PT-CP,Platinum Drywall Pump w/Filler,Platinum Drywall Tools,simple,269.00,,,PT-CP,PT-CP,platinum-drywall-pump-filler-pt-cp
PT-FIN,Platinum Drywall Starter Finishing Set,Platinum Drywall Tools,simple,1399.00,,,PT-FIN,PT-FIN,platinum-drywall-starter-finishing-set-pt-fin
S1-A-1624,"SurPro S1 Aluminum Drywall Stilts - 16""-24""",SurPro,variation,322.00,,,S1-A-1624,,surpro-s1-aluminum-drywall-stilts-16-24
S1-A-2030,"SurPro S1 Aluminum Drywall Stilts - 20""-30""",SurPro,variation,331.00,,,S1-A-2030,,surpro-s1-aluminum-drywall-stilts-20-30
S1X-A-2131,"SurPro S1X Aluminum Drywall Stilts - 21""-31""",SurPro,variation,407.00,,,S1X-A-2131,,surpro-s1x-aluminum-drywall-stilts-21-31
S1X-A-2640,"SurPro S1X Aluminum Drywall Stilts - 26""-40""",SurPro,variation,407.00,,,S1X-A-2640,,surpro-s1x-aluminum-drywall-stilts-26-40
S2-A-1624,"SurPro S2 Aluminum Drywall Stilts - 16""-24""",SurPro,variation,356.00,,,S2-A-1624,,surpro-s2-aluminum-drywall-stilts-16-24-s2-a-1624
S2-A-2030,"SurPro S2 Aluminum Drywall Stilts - 20""-30""",SurPro,variation,365.00,,,S2-A-2030,,surpro-s2-aluminum-drywall-stilts-20-30
S2-A-2640,"SurPro S2 Aluminum Drywall Stilts - 26""-40""",SurPro,variation,374.00,,,S2-A-2640,,surpro-s2-aluminum-drywall-stilts-26-40
PT-MNBH,Platinum Mini Box Handle,Platinum Drywall Tools,simple,62.00,,,PT-MNBH,PT-MNBH,platinum-mini-box-handle-pt-mnbh
S2X-A-3852,"SurPro S2X Aluminum Drywall Stilts - 38""-52""",SurPro,variation,486.00,,,S2X-A-3852,,surpro-s2x-aluminum-drywall-stilts-38-52
S2X-A-2640,"SurPro S2X Aluminum Drywall Stilts - 26""-40""",SurPro,variation,457.00,,,S2X-A-2640,,surpro-s2x-aluminum-drywall-stilts-26-40
BHE-SW,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",TapeTech,variation,329.00,,873876000890,BHE-SW,,tapetech-brakeless-box-handle-rotational-extendable-34-60
BH,"TapeTech Brakeless Box Handle - Fixed 34""",TapeTech,variation,149.00,149.00,873876000906,BH,,tapetech-brakeless-box-handle-fixed-34-bh
TTPFB,TapeTech Paper Faced Bead Pro Set,TapeTech,simple,1949.00,,,TTPFB,,tapetech-paper-faced-bead-pro-set-ttpfb
TTBTS,TapeTech Basic Taping Set,TapeTech,simple,2829.00,,,TTBTS,,tapetech-basic-taping-set-ttbts
TTSFS-2,TapeTech Standard Full Set - With 2 Pumps,TapeTech,simple,5357.00,,,TTSFS-2,,tapetech-standard-full-set-2-pumps-ttsfs-2
TTCFS,TapeTech Corner Finishing Set,TapeTech,simple,1416.00,,,TTCFS,,tapetech-corner-finishing-set-ttcfs
TTSFS,TapeTech Standard Full Set - Standard,TapeTech,simple,4958.00,,,TTSFS,,tapetech-standard-full-set-standard
TTPPS,TapeTech Pro Performance Set,TapeTech,simple,6625.00,,,TTPPS,,tapetech-pro-performance-set-ttpps
TTPSS,TapeTech Professional Starter Set,TapeTech,simple,4559.00,,,TTPSS,,tapetech-professional-starter-set-ttpss
TTBBS,TapeTech Basic Box Set,TapeTech,simple,1644.00,,,TTBBS,,tapetech-basic-box-set-ttbbs
CF25COMBO,"TapeTech Combo Corner Flusher - 2.5""",TapeTech,variation,179.00,,,CF25COMBO,,tapetech-combo-corner-flusher-2-5
CF30COMBO,"TapeTech Combo Corner Flusher - 3""",TapeTech,variation,184.00,,,CF30COMBO,,tapetech-3-inch-combo-corner-flusher-cf30combo
CF35COMBO,"TapeTech Combo Corner Flusher - 3.5""",TapeTech,variation,189.00,,,CF35COMBO,,tapetech-combo-corner-flusher-3-5-cf35combo
CF40COMBO,"TapeTech Combo Corner Flusher - 4""",TapeTech,variation,194.00,,,CF40COMBO,,tapetech-4-inch-combo-corner-flusher-cf40combo
EZ10TT,"TapeTech EasyClean® Finishing Box - 10""",TapeTech,variation,391.69,389.00,873876002610,EZ10TT,,tapetech-easyclean-finishing-box-10-ez10tt
EZ12TT,"TapeTech EasyClean® Finishing Box - 12""",TapeTech,variation,405.72,399.00,873876002627,EZ12TT,,tapetech-easyclean-finishing-box-12-ez12tt
76TT-CA,TapeTech EasyClean® Pump - Canada,TapeTech,variation,409.00,409.00,,76TT-CA,,tapetech-easyclean-pump-canada-76tt-ca
8054TT,"TapeTech Flat Box Handle - 54""",TapeTech,variation,239.00,239.00,,8054TT,,tapetech-flat-box-handle-54-8054tt
85T,TapeTech Gooseneck - Standard,TapeTech,variation,105.00,105.00,,85T,,tapetech-gooseneck-standard-85t
EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",TapeTech,variation,419.00,419.00,873876002115,EHC07,,tapetech-maxxbox-high-capacity-finishing-box-7-inch
8000TT,TapeTech Wizard® Compact Finishing Box Handle - Standard,TapeTech,variation,109.00,,,8000TT,,tapetech-wizard-compact-finishing-box-handle-standard-8000tt
14TT,TapeTech MudRunner® Compound Applicator - Standard,TapeTech,variation,900.00,,873876000371,14TT,14TT,tapetech-mudrunner-compound-applicator-standard-14tt
MRX01TT,TapeTech Extension,TapeTech,simple,179.00,179.00,,MRX01TT,,tapetech-extension-mrx01tt-mudrunner-pro
GSR-TT,TapeTech Gooseneck Riser,TapeTech,simple,13.99,,,GSR-TT,,tapetech-gooseneck-riser-gsr-tt
804003F,TapeTech Grip Assembly For Box Handle,TapeTech,simple,73.91,,,804003F,,tapetech-grip-assembly-box-handle-804003f
