sku,name,brand,dtb_price,map_price,competitor_count,site_count,market_low,market_high,market_mean,market_median,market_spread_pct,dtb_vs_market_median,dtb_vs_market_median_pct,market_position,map_floor_status,lowest_competitor,lowest_competitor_url
FFB7,Shoe - Right,Columbia Tools,42.95,,0,0,,,,,,,,no_market_data,no_map,,
FFB7A,Shoe - Left,Columbia Tools,42.95,,0,0,,,,,,,,no_market_data,no_map,,
FFB8,Bar Retainer Clip,Columbia Tools,2.00,,0,0,,,,,,,,no_market_data,no_map,,
FFB9-10,"Blade - 10""",Columbia Tools,28.95,,0,0,,,,,,,,no_market_data,no_map,,
FFB9-12,"Blade - 12""",Columbia Tools,32.50,,0,0,,,,,,,,no_market_data,no_map,,
FFB9-14,"Blade - 14""",Columbia Tools,36.95,,1,1,7.38,7.38,7.38,7.38,0.00,29.57,400.68,single_source_only,no_map,All-Wall,https://www.all-wall.com/FFB9-14-Columbia-Flat-Box-Blade-14in-13784
FFB9-5.5,"Blade - 5.5""",Columbia Tools,18.75,,1,1,4.70,4.70,4.70,4.70,0.00,14.05,298.94,single_source_only,no_map,All-Wall,https://www.all-wall.com/FFB9-55-Columbia-Flat-Box-Blade-5-5in-13783
FFB9-7,"Blade - 7""",Columbia Tools,22.50,,1,1,4.58,4.58,4.58,4.58,0.00,17.92,391.27,single_source_only,no_map,All-Wall,https://www.all-wall.com/FFB9-7-Columbia-Flat-Box-Blade-7in-6082
FFB9-8,"Blade - 8""",Columbia Tools,24.95,,1,1,4.70,4.70,4.70,4.70,0.00,20.25,430.85,single_source_only,no_map,All-Wall,https://www.all-wall.com/FFB9-8-Columbia-Flat-Box-Blade-8in-6083
FMH,Columbia UHMW Mud Applicator - L-Trim,Columbia Tools,98.00,91.93,1,1,91.93,91.93,91.93,91.93,0.00,6.07,6.60,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-l-trim-mud-applicator-head-fmh/
GN,Columbia Gooseneck - Standard,Columbia Tools,86.00,,1,1,108.15,108.15,108.15,108.15,0.00,-22.15,-20.48,single_source_only,no_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-gooseneck/
HFFB14-10,"Flat Box Hinged Door Gasket - 10""",Columbia Tools,42.00,,1,1,45.20,45.20,45.20,45.20,0.00,-3.20,-7.08,single_source_only,no_map,All-Wall,https://www.all-wall.com/HFFB14-10-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-10in-12385
HFFB14-12,"Flat Box Hinged Door Gasket - 12""",Columbia Tools,42.00,,1,1,45.20,45.20,45.20,45.20,0.00,-3.20,-7.08,single_source_only,no_map,All-Wall,https://www.all-wall.com/HFFB14-12-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-12in-12386
HFFB14-14,"Flat Box Hinged Door Gasket - 14""",Columbia Tools,42.00,,0,0,,,,,,,,no_market_data,no_map,,
HFFB14-8,"Flat Box Hinged Door Gasket - 8""",Columbia Tools,16.50,,2,1,45.20,51.22,48.21,48.21,13.32,-31.71,-65.77,below_market_median,no_map,All-Wall,https://www.all-wall.com/HFFB14-8-Columbia-Flat-Box-Std-Hinged-Flat-Box-Door-Gasket-8in-12384
HFFB1A-10,"Mud Seal Strip - 10""",Columbia Tools,10.00,,0,0,,,,,,,,no_market_data,no_map,,
HFFB3,Hinge Box End Plate - Right,Columbia Tools,36.00,,0,0,,,,,,,,no_market_data,no_map,,
HFFB3A,Hinge Box End Plate - Left,Columbia Tools,36.00,,0,0,,,,,,,,no_market_data,no_map,,
HFFB4D,Nylatron Bushing,Columbia Tools,3.00,,0,0,,,,,,,,no_market_data,no_map,,
HH10A,Top Cap,Columbia Tools,2.00,,0,0,,,,,,,,no_market_data,no_map,,
HH10B,Bottom Cap,Columbia Tools,2.00,,0,0,,,,,,,,no_market_data,no_map,,
HH12,Brake Spring,Columbia Tools,5.00,,1,1,6.55,6.55,6.55,6.55,0.00,-1.55,-23.66,single_source_only,no_map,All-Wall,https://www.all-wall.com/HH12-Columbia-Hydra-Handle-Brake-Spring-6149
HH13,Brake Pin,Columbia Tools,16.00,,1,1,19.46,19.46,19.46,19.46,0.00,-3.46,-17.78,single_source_only,no_map,All-Wall,https://www.all-wall.com/HH13-Columbia-Hydra-Handle-Brake-Pin-6150
HH14,Brake Piston,Columbia Tools,17.00,,0,0,,,,,,,,no_market_data,no_map,,
HH15,Grip Sleeve Octagon,Columbia Tools,15.00,,0,0,,,,,,,,no_market_data,no_map,,
HH16,Piston Housing,Columbia Tools,27.00,,0,0,,,,,,,,no_market_data,no_map,,
HH16A,Bleeder Screw,Columbia Tools,17.00,,0,0,,,,,,,,no_market_data,no_map,,
HH17A,Brass Connector - 1,Columbia Tools,5.00,,0,0,,,,,,,,no_market_data,no_map,,
HH17B,Brass Connector - 2,Columbia Tools,5.00,,0,0,,,,,,,,no_market_data,no_map,,
HH17C,Line Pincher,Columbia Tools,4.00,,0,0,,,,,,,,no_market_data,no_map,,
HH19,Cap,Columbia Tools,17.00,,0,0,,,,,,,,no_market_data,no_map,,
HH2,Upper Mounting Bracket,Columbia Tools,66.00,,0,0,,,,,,,,no_market_data,no_map,,
HH23,Piston O-Ring,Columbia Tools,2.00,,0,0,,,,,,,,no_market_data,no_map,,
HH30,Extension Release Trigger,Columbia Tools,14.25,,0,0,,,,,,,,no_market_data,no_map,,
HH31,Release Clip Pin,Columbia Tools,12.95,,0,0,,,,,,,,no_market_data,no_map,,
HH32,Release Clip Washer,Columbia Tools,22.00,,0,0,,,,,,,,no_market_data,no_map,,
HH33,Rlease Trigger Spring,Columbia Tools,11.75,,0,0,,,,,,,,no_market_data,no_map,,
HH35,Handle Grip,Columbia Tools,7.00,,0,0,,,,,,,,no_market_data,no_map,,
HH5,Extension Housing,Columbia Tools,33.00,,0,0,,,,,,,,no_market_data,no_map,,
HH7,Brake,Columbia Tools,22.00,,1,1,26.52,26.52,26.52,26.52,0.00,-4.52,-17.04,single_source_only,no_map,All-Wall,https://www.all-wall.com/HH7-Columbia-Hydra-Handle-Brake-6148
HH8,Handle Tube,Columbia Tools,45.00,,0,0,,,,,,,,no_market_data,no_map,,
HH9,Coiled Hydraulic Line,Columbia Tools,40.00,,0,0,,,,,,,,no_market_data,no_map,,
HMP,Columbia Hot Mud Pump - Standard,Columbia Tools,410.97,410.97,1,1,410.97,410.97,410.97,410.97,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-hot-mud-pump/
HMP-C,Columbia Hot Mud Pump - CDN,Columbia Tools,380.00,,0,0,,,,,,,,no_market_data,no_map,,
HNS10,Door Spring - Long,Columbia Tools,18.75,,1,1,6.38,6.38,6.38,6.38,0.00,12.37,193.89,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS10-Columbia-Nail-Spotter-Door-Spring-Long-Left-12531
HNS10A,Door Spring - Short,Columbia Tools,18.75,,1,1,6.05,6.05,6.05,6.05,0.00,12.70,209.92,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS10A-Columbia-Nail-Spotter-Door-Spring-Short-Right-12532
HNS12,Handle Clamp,Columbia Tools,17.00,,1,1,19.22,19.22,19.22,19.22,0.00,-2.22,-11.55,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS12-Columbia-Nail-Spotter-Handle-Clamp-12533
HNS12A,Roll Pin,Columbia Tools,6.00,,1,1,8.01,8.01,8.01,8.01,0.00,-2.01,-25.09,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS12A-Columbia-Nail-Spotter-Handle-Roll-Pin-12534
HNS13,Roll Pin Bushing,Columbia Tools,9.95,,1,1,4.78,4.78,4.78,4.78,0.00,5.17,108.16,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS13-Columbia-Nail-Spotter-Roll-Pin-Bushing-12535
HNS15-2,"Door Gasket - 2""",Columbia Tools,36.00,,1,1,43.74,43.74,43.74,43.74,0.00,-7.74,-17.70,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS15-2-Columbia-Nail-Spotter-Door-Gasket-2in-12536
HNS15-3,"Door Gasket - 3""",Columbia Tools,35.00,,1,1,43.74,43.74,43.74,43.74,0.00,-8.74,-19.98,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS15-3-Columbia-Nail-Spotter-Door-Gasket-3in-12537
HNS17A,Nail Spotter Handle Tightness Screw,Columbia Tools,5.00,,1,1,4.82,4.82,4.82,4.82,0.00,0.18,3.73,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS17A-Columbia-Nail-Spotter-Handle-Tightness-Screw-12538
HNS18,Pivot,Columbia Tools,4.00,,0,0,,,,,,,,no_market_data,no_map,,
HNS20,Wedge,Columbia Tools,22.50,,1,1,20.44,20.44,20.44,20.44,0.00,2.06,10.08,single_source_only,no_map,All-Wall,https://www.all-wall.com/Columbia-Wedge-for-Skid-Nail-Spotter
HNS4-2,"Door - 2""",Columbia Tools,33.00,,1,1,37.32,37.32,37.32,37.32,0.00,-4.32,-11.58,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS42-Columbia-Nail-Spotter-Door-2in-12522
HNS4-3,"Door - 3""",Columbia Tools,33.00,,1,1,37.32,37.32,37.32,37.32,0.00,-4.32,-11.58,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS43-Columbia-Nail-Spotter-Door-3in-12523
HNS7-2,"Blade - 2""",Columbia Tools,23.00,,0,0,,,,,,,,no_market_data,no_map,,
HNS7-3,"Blade - 3""",Columbia Tools,23.00,,0,0,,,,,,,,no_market_data,no_map,,
HNS8-2,"Blade Holder - 2""",Columbia Tools,33.00,,1,1,38.44,38.44,38.44,38.44,0.00,-5.44,-14.15,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS8-2-Columbia-Nail-Spotter-Blade-Holder-2in-12527
HNS8-3,"Blade Holder - 3""",Columbia Tools,33.00,,1,1,38.44,38.44,38.44,38.44,0.00,-5.44,-14.15,single_source_only,no_map,All-Wall,https://www.all-wall.com/HNS8-3-Columbia-Nail-Spotter-Blade-Holder-3in-12528
HNSA-14,Handle Link Assembly,Columbia Tools,45.00,,0,0,,,,,,,,no_market_data,no_map,,
HP1,Pump Cylinder,Columbia Tools,52.00,,1,1,60.26,60.26,60.26,60.26,0.00,-8.26,-13.71,single_source_only,no_map,All-Wall,https://www.all-wall.com/Columbia-Mud-Pump-Cylinder-Removable-HP1
HP44,Collar O-Ring,Columbia Tools,2.00,,1,1,2.35,2.35,2.35,2.35,0.00,-0.35,-14.89,single_source_only,no_map,All-Wall,https://www.all-wall.com/HP44-Columbia-Mud-Pump-Collar-O-Ring-6153
HP45,O Ring Enclosure,Columbia Tools,22.00,,1,1,22.60,22.60,22.60,22.60,0.00,-0.60,-2.65,single_source_only,no_map,All-Wall,https://www.all-wall.com/HP45-Columbia-Mud-Pump-O-Ring-Enclosure-6154
HP46,Latch Keeper,Columbia Tools,19.75,,1,1,5.48,5.48,5.48,5.48,0.00,14.27,260.40,single_source_only,no_map,All-Wall,https://www.all-wall.com/HP46-Columbia-Mud-Pump-Latch-Keeper-6155
HP47,Latch Clamp Assembly,Columbia Tools,28.95,,0,0,,,,,,,,no_market_data,no_map,,
HPA-48,Handle Pin Assembly,Columbia Tools,5.00,,0,0,,,,,,,,no_market_data,no_map,,
IA90,Columbia UHMW Mud Applicator - Inside 90°,Columbia Tools,98.00,91.93,1,1,91.93,91.93,91.93,91.93,0.00,6.07,6.60,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-90-inside-corner-mud-head/
ICA2-1,"Columbia Billet Mud Applicator - Inside Corner - 2 Wheels - 1""",Columbia Tools,68.13,68.13,1,1,68.13,68.13,68.13,68.13,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-inside-corner-applicator-2-wheels/
ICA4-1,"Columbia Billet Mud Applicator - Inside Corner - 4 Wheels - 1""",Columbia Tools,85.44,85.44,1,1,85.44,85.44,85.44,85.44,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-inside-corner-applicator-4-wheels/
ICATW,Columbia Billet Mud Applicator - Two-Way Internal Corner - 4 Wheels,Columbia Tools,116.80,116.80,1,1,116.80,116.80,116.80,116.80,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-inside-90-applicator-with-wheels/
MH,"Columbia Matrix Flat Box Handle - 40""-60""",Columbia Tools,409.00,351.49,1,1,351.49,351.49,351.49,351.49,0.00,57.51,16.36,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-matrix-extendable-flat-box-handle/
MH1,Handle Mount Plate,Columbia Tools,75.00,,0,0,,,,,,,,no_market_data,no_map,,
MH10,Octagon,Columbia Tools,36.00,,0,0,,,,,,,,no_market_data,no_map,,
MH11,Handle Grip Bushing,Columbia Tools,6.00,,0,0,,,,,,,,no_market_data,no_map,,
MH12,PinchBrake Spring,Columbia Tools,4.00,,0,0,,,,,,,,no_market_data,no_map,,
MH13,Large Nyliner Bushing,Columbia Tools,5.00,,0,0,,,,,,,,no_market_data,no_map,,
MH15,Pinch Brake Activator,Columbia Tools,22.00,,0,0,,,,,,,,no_market_data,no_map,,
MH16,Connecting Rod Housing,Columbia Tools,8.00,,0,0,,,,,,,,no_market_data,no_map,,
MH17,Pinch Brake,Columbia Tools,24.50,,0,0,,,,,,,,no_market_data,no_map,,
MH18,Pinch Brake Housing,Columbia Tools,20.00,,0,0,,,,,,,,no_market_data,no_map,,
MH19,Pinch Brake Sleeve,Columbia Tools,28.00,,0,0,,,,,,,,no_market_data,no_map,,
MH2,Matrix Handle Head,Columbia Tools,4.00,,0,0,,,,,,,,no_market_data,no_map,,
MH20,Small Nyliner Bushing,Columbia Tools,3.00,,0,0,,,,,,,,no_market_data,no_map,,
MH21,Grip Adjuster Housing,Columbia Tools,21.95,,0,0,,,,,,,,no_market_data,no_map,,
MH22,Grip Adjustment Pin,Columbia Tools,11.00,,0,0,,,,,,,,no_market_data,no_map,,
MH23,Grip Adjusting Fastener,Columbia Tools,11.00,,0,0,,,,,,,,no_market_data,no_map,,
MH24,Pinch Brake Bushing,Columbia Tools,12.75,,0,0,,,,,,,,no_market_data,no_map,,
MH25,Pinch Brake Stem,Columbia Tools,14.95,,0,0,,,,,,,,no_market_data,no_map,,
MH3,Lower Mount Bracket,Columbia Tools,33.00,,0,0,,,,,,,,no_market_data,no_map,,
MH3A,Mounting Bracket Stem,Columbia Tools,4.00,,0,0,,,,,,,,no_market_data,no_map,,
MH4,Handle Grip,Columbia Tools,37.00,,0,0,,,,,,,,no_market_data,no_map,,
MH5,Connecting Link Pin,Columbia Tools,5.00,,0,0,,,,,,,,no_market_data,no_map,,
MH6,Hinge Pin,Columbia Tools,4.00,,0,0,,,,,,,,no_market_data,no_map,,
MH7,Connecting Link Fork,Columbia Tools,29.00,,0,0,,,,,,,,no_market_data,no_map,,
MH8,Brake Rod Bushing,Columbia Tools,8.00,,0,0,,,,,,,,no_market_data,no_map,,
MH9A,Brake Activation Rod,Columbia Tools,24.00,,0,0,,,,,,,,no_market_data,no_map,,
MHL,"Columbia Matrix Flat Box Handle - 56""-76""",Columbia Tools,495.00,373.12,1,1,373.12,373.12,373.12,373.12,0.00,121.88,32.67,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-matrix-long-extendable-drywall-flat-box-handle-56-to-76/
MHS,"Columbia Matrix Flat Box Handle - 29""-39""",Columbia Tools,375.00,340.67,1,1,340.67,340.67,340.67,340.67,0.00,34.33,10.08,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-short-matrix-flat-box-handle-29-39/
MP11,Piston Shaft,Columbia Tools,28.50,,1,1,60.26,60.26,60.26,60.26,0.00,-31.76,-52.70,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP11-Columbia-Mud-Pump-Piston-Shaft-6172
MP13,Piston Backing Washer - Large,Columbia Tools,14.25,,1,1,10.98,10.98,10.98,10.98,0.00,3.27,29.78,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP13-Columbia-Mud-Pump-Piston-Backing-Washer-Large-6173
MP13A,Piston Backing Washer - Small,Columbia Tools,12.50,,1,1,13.56,13.56,13.56,13.56,0.00,-1.06,-7.82,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP13A-Columbia-Mud-Pump-Piston-Backing-Washer-Small-6174
MP14,Piston Cup,Columbia Tools,11.75,,1,1,13.56,13.56,13.56,13.56,0.00,-1.81,-13.35,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP14-Columbia-Mud-Pump-Piston-Cup-6175
MP2,Foot Valve Casting,Columbia Tools,29.00,,1,1,33.90,33.90,33.90,33.90,0.00,-4.90,-14.45,single_source_only,no_map,All-Wall,https://www.all-wall.com/Columbia-Foot-Valve-Casting
MP23,Mud Pump Seal,Columbia Tools,16.50,,1,1,5.65,5.65,5.65,5.65,0.00,10.85,192.04,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP23-Columbia-Mud-Pump-Mud-Pump-Seal-6176
MP23A,O-Ring,Columbia Tools,2.00,,0,0,,,,,,,,no_market_data,no_map,,
MP24,Mud Pump Screen,Columbia Tools,4.00,,1,1,5.65,5.65,5.65,5.65,0.00,-1.65,-29.20,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP24-Columbia-Mud-Pump-Mud-Pump-Screen-Coarse-6178
MP25,Filler Studs,Columbia Tools,10.00,,1,1,11.32,11.32,11.32,11.32,0.00,-1.32,-11.66,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP25-Columbia-Mud-Pump-Filler-Stud-5872
MP28,Filler Nut,Columbia Tools,12.25,,1,1,12.28,12.28,12.28,12.28,0.00,-0.03,-0.24,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP28-Columbia-Mud-Pump-Filler-Nut-5875
MP3,Pump Flapper Valve,Columbia Tools,4.00,,1,1,4.70,4.70,4.70,4.70,0.00,-0.70,-14.89,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP3-Columbia-Mud-Pump-Pump-Flapper-Valve-6163
MP32,Backing Washer Locator,Columbia Tools,18.95,,1,1,2.85,2.85,2.85,2.85,0.00,16.10,564.91,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP32-Columbia-Mud-Pump-Backing-Washer-Locator-5876
MP33,Filler Gasket,Columbia Tools,2.00,,0,0,,,,,,,,no_market_data,no_map,,
MP36,Nylatron Bushing,Columbia Tools,11.50,,1,1,7.30,7.30,7.30,7.30,0.00,4.20,57.53,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP36-Columbia-Mud-Pump-Nylatron-Bushing-5879
MP39,Sleeve,Columbia Tools,14.75,,1,1,3.28,3.28,3.28,3.28,0.00,11.47,349.70,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP39-Columbia-Mud-Pump-Sleeve-5880
MP5,Head Bushing,Columbia Tools,13.95,,1,1,26.38,26.38,26.38,26.38,0.00,-12.43,-47.12,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP5-Columbia-Mud-Pump-Head-Bushing-6164
MP6,Handle Link,Columbia Tools,33.00,,1,1,37.66,37.66,37.66,37.66,0.00,-4.66,-12.37,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP6-Columbia-Mud-Pump-Handle-Link-6165
MP7,Pump Handle,Columbia Tools,87.00,,1,1,105.42,105.42,105.42,105.42,0.00,-18.42,-17.47,single_source_only,no_map,All-Wall,https://www.all-wall.com/MP7-Columbia-Mud-Pump-Handle-6167
MP8,Leg,Columbia Tools,71.00,,0,0,,,,,,,,no_market_data,no_map,,
OA90,Columbia UHMW Mud Applicator - Outside 90°,Columbia Tools,98.00,91.93,1,1,91.93,91.93,91.93,91.93,0.00,6.07,6.60,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-tools-drywall-outside-corner-bead-mud-applicator/
OA90-325,Columbia UHMW Mud Applicator - Outside 90° 325,Columbia Tools,91.93,91.93,0,0,,,,,,,,no_market_data,at_or_above_map,,
PC1H,Columbia Predator One Handle - 4' Fixed,Columbia Tools,95.79,95.79,1,1,95.79,95.79,95.79,95.79,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-predator-one-carbon-fiber-handle/
PC1HEXT,Columbia Predator One Handle - Extendable 3'-5',Columbia Tools,164.85,160.27,1,1,160.27,160.27,160.27,160.27,0.00,4.58,2.86,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-predator-one-extendable-carbon-fiber-handle-3-5/
PCHXL,Columbia Predator One Handle - Long Extendable 4'-8',Columbia Tools,216.15,216.15,0,0,,,,,,,,no_market_data,at_or_above_map,,
PCLT42,Columbia Predator Camlock Tube,Columbia Tools,368.05,368.05,0,0,,,,,,,,no_market_data,at_or_above_map,,
PCMT42,"Columbia Predator Compound Tube 42""",Columbia Tools,274.93,274.93,0,0,,,,,,,,no_market_data,at_or_above_map,,
PHMP,Columbia Predator Mud Pump,Columbia Tools,496.42,496.42,1,1,496.42,496.42,496.42,496.42,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-predator-mud-pump/
PMH,"Columbia Predator Matrix Handle - 40""-60""",Columbia Tools,418.00,388.34,0,0,,,,,,,,no_market_data,at_or_above_map,,
PMHL,"Columbia Predator Matrix Handle - Long 56""-76""",Columbia Tools,503.00,433.14,0,0,,,,,,,,no_market_data,at_or_above_map,,
PMHS,"Columbia Predator Matrix Handle - Short 29""-39""",Columbia Tools,384.00,379.28,0,0,,,,,,,,no_market_data,at_or_above_map,,
PTAPER,Columbia One Predator Taper,Columbia Tools,1838.55,,0,0,,,,,,,,no_market_data,no_map,,
RC,Columbia Tool Case - Road Case,Columbia Tools,1020.16,1020.16,1,1,1020.16,1020.16,1020.16,1020.16,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-road-case/
SACS,Columbia Commando Set,Columbia Tools,1157.93,1157.93,0,0,,,,,,,,no_market_data,at_or_above_map,,
SAT,Columbia Semi Automatic Taper,Columbia Tools,243.34,243.34,2,2,243.32,243.34,243.33,243.33,0.01,0.01,0.00,market_aligned,at_or_above_map,Wall Tools,https://walltools.com/columbia-semi-automatic-taper-COLM-sat/
STAPER,Columbia Automatic Taper - Sawed Off 39 in.,Columbia Tools,1683.00,1649.29,1,1,1649.29,1649.29,1649.29,1649.29,0.00,33.71,2.04,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-sawed-off-mini-automatic-taper/
TAPER,Columbia Automatic Taper - Standard 53 in.,Columbia Tools,1683.00,1649.29,63,3,0.48,3895.00,352.73,20.44,811358.33,1662.56,8133.86,above_market_median,at_or_above_map,All-Wall,https://www.all-wall.com/CT167-Columbia-Taper-4-Flat-Washer-5996
TBBF,Columbia Box Filler - Tall Boy,Columbia Tools,75.71,75.71,0,0,,,,,,,,no_market_data,at_or_above_map,,
TBGN,Columbia Gooseneck - Tall Boy,Columbia Tools,146.00,146.00,1,1,146.00,146.00,146.00,146.00,0.00,0.00,0.00,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-tall-boy-gooseneck/
TBMP,Columbia Hot Mud Pump - Tall Boy,Columbia Tools,524.60,492.08,1,1,492.08,492.08,492.08,492.08,0.00,32.52,6.61,single_source_only,at_or_above_map,Al's Taping Tools,https://www.alstapingtools.com/columbia-tall-boy-loading-pump/
TCS,Columbia Tool Case - Gun Case,Columbia Tools,201.88,201.88,0,0,,,,,,,,no_market_data,at_or_above_map,,
D14-22,Dura-III Adjustable - 14”-22”,Dura-Stilts,400.00,,3,2,385.00,415.89,400.30,400.00,8.02,0.00,0.00,market_aligned,no_map,Al's Taping Tools,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-14-22/
D18-30,Dura-III Adjustable - 18”-30”,Dura-Stilts,415.00,,3,2,415.00,459.93,429.98,415.00,10.83,0.00,0.00,market_aligned,no_map,Al's Taping Tools,https://www.alstapingtools.com/dura-stilts-dura-iii-adjustable-drywall-stilts-18-30/
D24-40,Dura-III Adjustable - 24”-40”,Dura-Stilts,435.00,,3,2,395.00,435.00,416.67,420.00,10.13,15.00,3.57,market_aligned,no_map,Al's Taping Tools,https://www.alstapingtools.com/dura-stilts-iv-adjustable-drywall-stilts-24-40/
D38-64,Dura-III Adjustable - 38”-64”,Dura-Stilts,584.00,,1,1,584.00,584.00,584.00,584.00,0.00,0.00,0.00,single_source_only,no_map,All-Wall,https://www.all-wall.com/Dura-Stilts-DSS3864US
4-600P,LEVEL5 Entry to Automatic Finishing Set - With Automatic Taper,LEVEL5,3850.70,,0,0,,,,,,,,no_market_data,no_map,,
4-602,LEVEL5 Entry to Automatic Finishing Set - Tools Only,LEVEL5,2395.52,,0,0,,,,,,,,no_market_data,no_map,,
4-630,LEVEL5 The Starter Taping Set,LEVEL5,2111.16,,1,1,9.49,9.49,9.49,9.49,0.00,2101.67,22146.15,single_source_only,no_map,All-Wall,https://www.all-wall.com/Loading-Pump-Valve-Disc
4-677P,LEVEL5 The Ultimate Taping & Finishing Set,LEVEL5,6342.64,,0,0,,,,,,,,no_market_data,no_map,,
4-701,"LEVEL5 Corner Applicator - 7""",LEVEL5,285.59,,1,1,45.79,45.79,45.79,45.79,0.00,239.80,523.70,single_source_only,no_map,All-Wall,https://www.all-wall.com/880005-Rear-Brake-Lever
4-702,"LEVEL5 Corner Applicator - 8""",LEVEL5,294.52,,0,0,,,,,,,,no_market_data,no_map,,
4-707,LEVEL5 Corner Roller,LEVEL5,152.14,,1,1,161.09,161.09,161.09,161.09,0.00,-8.95,-5.56,single_source_only,no_map,Wall Tools,https://walltools.com/level-5-corner-roller-LEV5-4707/
4-711,"LEVEL5 Flat Box Handle (Fixed Length) - 34""",LEVEL5,175.09,,0,0,,,,,,,,no_market_data,no_map,,
4-712,"LEVEL5 Flat Box Handle (Fixed Length) - 42""",LEVEL5,184.02,,1,1,5.39,5.39,5.39,5.39,0.00,178.63,3314.10,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-Replacement-Flat-Box-Washer-209046
4-714,LEVEL5 Gooseneck,LEVEL5,101.14,,1,1,107.09,107.09,107.09,107.09,0.00,-5.95,-5.56,single_source_only,no_map,Wall Tools,https://walltools.com/level-5-gooseneck-LEV5-4714/
4-715,LEVEL5 Box Filler,LEVEL5,67.57,,1,1,71.54,71.54,71.54,71.54,0.00,-3.97,-5.55,single_source_only,no_map,Wall Tools,https://walltools.com/level-5-box-filler-LEV5-4715/
4-732,"LEVEL5 Corner Finisher - 2.5""",LEVEL5,397.37,,1,1,0.99,0.99,0.99,0.99,0.00,396.38,40038.38,single_source_only,no_map,All-Wall,https://www.all-wall.com/219081-TapeTech-Flat-Head-Screw
4-733,"LEVEL5 Corner Finisher - 3""",LEVEL5,406.72,,1,1,8.19,8.19,8.19,8.19,0.00,398.53,4866.06,single_source_only,no_map,All-Wall,https://www.all-wall.com/TapeTech-Replacement-Spring-part-219091
4-734,"LEVEL5 Corner Finisher - 3.5""",LEVEL5,416.07,,1,1,0.99,0.99,0.99,0.99,0.00,415.08,41927.27,single_source_only,no_map,All-Wall,https://www.all-wall.com/219093-6-32-X-3-4-Flat-Head-Screw
4-735,"LEVEL5 Corner Finisher - 4""",LEVEL5,425.42,,1,1,101.07,101.07,101.07,101.07,0.00,324.35,320.92,single_source_only,no_map,All-Wall,https://www.all-wall.com/220002-TapeTech-7-Inch-Blade-Holder
