sku,name,type,parent,brand,effective_categories,regular_price,sale_price,cogs,map_price,missing_fields,map_violation,regular_price_below_cogs
4-760,LEVEL5 Automatic Taper,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,1444.99,,,,cogs|map,0,0
4-715,LEVEL5 Box Filler,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,67.57,,,,cogs|map,0,0
4-771,LEVEL5 Compound Pump,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,452.62,,,,cogs|map,0,0
4-741,LEVEL5 Compound Tube,simple,,LEVEL5,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,203.84,,,,cogs|map,0,0
4-707,LEVEL5 Corner Roller,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,152.14,,,,cogs|map,0,0
5-311,LEVEL5 Drywall Banjo,simple,,LEVEL5,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,150.29,,,,cogs|map,0,0
PT-CF2.5,"Platinum Angle Head Corner Finisher with Wheels - 2.5""",variation,PT-CF,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,239.00,,,,cogs|map,0,0
PT-3CF,"Platinum Angle Head Corner Finisher with Wheels - 3""",variation,PT-CF,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,249.00,,,,cogs|map,0,0
PT-CF3.5,"Platinum Angle Head Corner Finisher with Wheels - 3.5""",variation,PT-CF,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,259.00,,,,cogs|map,0,0
PT-CT24,"Platinum Compound Tube - 24""",variation,PT-CT,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,150.00,,,,cogs|map,0,0
PT-CT36,"Platinum Compound Tube - 36""",variation,PT-CT,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,155.00,,,,cogs|map,0,0
PT-CT42,"Platinum Compound Tube - 42""",variation,PT-CT,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,160.00,,,,cogs|map,0,0
PT-BH34,"Platinum Flat Box Handle - 34""",variation,PT-BH,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,90.00,,,,cogs|map,0,0
PT-BH42,"Platinum Flat Box Handle - 42""",variation,PT-BH,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,95.00,,,,cogs|map,0,0
PT-BH54,"Platinum Flat Box Handle - 54""",variation,PT-BH,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,100.00,,,,cogs|map,0,0
PT-10FB,"Platinum Flat Finishing Box - 10""",variation,PT-FB,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,195.00,,,,cogs|map,0,0
PT-12FB,"Platinum Flat Finishing Box - 12""",variation,PT-FB,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,205.00,,,,cogs|map,0,0
PT-14FB,"Platinum Flat Finishing Box - 14""",variation,PT-FB,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,215.00,,,,cogs|map,0,0
PT-8FB,"Platinum Flat Finishing Box - 8""",variation,PT-FB,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,185.00,,,,cogs|map,0,0
4-714,LEVEL5 Gooseneck,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,101.14,,,,cogs|map,0,0
4-772,LEVEL5 MiniShot,simple,,LEVEL5,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,934.99,,,,cogs|map,0,0
4-773,LEVEL5 MiniShot Ext. Handle,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,73.94,,,,cogs|map,0,0
4-746,LEVEL5 Outside Corner Tool,simple,,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,73.94,,,,cogs|map,0,0
PT-2NS,"Platinum Nail Spotter - 2""",variation,PT-NS,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,160.00,,,,cogs|map,0,0
PT-3NS,"Platinum Nail Spotter - 3""",variation,PT-NS,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,160.00,,,,cogs|map,0,0
PT-3.5CF,"Platinum Stainless Steel Corner Flusher - 3.5""",variation,PT-SSCF,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,80.00,,,,cogs|map,0,0
PT-2.5CF,"Platinum Stainless Steel Corner Flusher - 2.5""",variation,PT-SSCF,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,75.00,,,,cogs|map,0,0
PT-CFH50,"Platinum 50"" Corner Tool Handle - Angle Head",variation,PT-CORNER-HANDLE-50,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Fixed Handles,49.00,,,,cogs|map,0,0
PT-CAH50,"Platinum 50"" Corner Tool Handle - Corner Box",variation,PT-CORNER-HANDLE-50,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Fixed Handles,49.00,,,,cogs|map,0,0
PT-CRH50,"Platinum 50"" Corner Tool Handle - Corner Roller",variation,PT-CORNER-HANDLE-50,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Fixed Handles,59.00,,,,cogs|map,0,0
PT-ICA,Platinum 90° Corner Applicator - Inside,variation,PT-90-APPLICATOR,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,59.00,,,,cogs|map,0,0
PT-OCA,Platinum 90° Corner Applicator - Outside,variation,PT-90-APPLICATOR,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,59.00,,,,cogs|map,0,0
PT-CRE,Platinum Corner Roller - ECO Inside,variation,PT-CORNER-ROLLER,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,59.00,,,,cogs|map,0,0
PT-CR,Platinum Corner Roller - Inside,variation,PT-CORNER-ROLLER,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,79.99,,,,cogs|map,0,0
PT-OCR,Platinum Corner Roller - Outside 90°,variation,PT-CORNER-ROLLER,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,69.99,,,,cogs|map,0,0
PT-FA,"Platinum 4"" Flat Applicator",simple,,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,59.00,,,,cogs|map,0,0
PT-CA8,"Platinum 8"" Corner Applicator",simple,,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,159.00,,,,cogs|map,0,0
PT-BF,Platinum Box Filler Attachment,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,49.00,,,,cogs|map,0,0
PT-CP,Platinum Drywall Pump w/Filler,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,269.0,,,,cogs|map,0,0
PT-FIN,Platinum Drywall Starter Finishing Set,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1399.00,,,,cogs|map,0,0
PT-EXT3IN1-1,Platinum Extendable Angle Head Handle,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,75.00,,,,cogs|map,0,0
PT-EBH,"Platinum Extendable Flat Box Handle 40"" – 64""",simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,169.00,,,,cogs|map,0,0
S1-A-1624,"SurPro S1 Aluminum Drywall Stilts - 16""-24""",variation,SP-S1-A,SurPro,Drywall Finishing Tools > Stilts,322.00,,,,cogs|map,0,0
S1-A-2030,"SurPro S1 Aluminum Drywall Stilts - 20""-30""",variation,SP-S1-A,SurPro,Drywall Finishing Tools > Stilts,331.00,,,,cogs|map,0,0
S1-A-2640,"SurPro S1 Aluminum Drywall Stilts - 26""-40""",variation,SP-S1-A,SurPro,Drywall Finishing Tools > Stilts,340.00,,,,cogs|map,0,0
S1-M-1624,"SurPro S1 Magnesium Drywall Stilts - 16""-24""",variation,SP-S1-M,SurPro,Drywall Finishing Tools > Stilts,368.00,,,,cogs|map,0,0
S1-M-2030,"SurPro S1 Magnesium Drywall Stilts - 20""-30""",variation,SP-S1-M,SurPro,Drywall Finishing Tools > Stilts,376.50,,,,cogs|map,0,0
S1-M-2640,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",variation,SP-S1-M,SurPro,Drywall Finishing Tools > Stilts,385.00,,,,cogs|map,0,0
S1X-A-2131,"SurPro S1X Aluminum Drywall Stilts - 21""-31""",variation,SP-S1X-A,SurPro,Drywall Finishing Tools > Stilts,407.00,,,,cogs|map,0,0
S1X-A-2640,"SurPro S1X Aluminum Drywall Stilts - 26""-40""",variation,SP-S1X-A,SurPro,Drywall Finishing Tools > Stilts,407.00,,,,cogs|map,0,0
S1X-M-2131,"SurPro S1X Magnesium Drywall Stilts - 21""-31""",variation,SP-S1X-M,SurPro,Drywall Finishing Tools > Stilts,430.00,,,,cogs|map,0,0
S1X-M-2640,"SurPro S1X Magnesium Drywall Stilts - 26""-40""",variation,SP-S1X-M,SurPro,Drywall Finishing Tools > Stilts,441.00,,,,cogs|map,0,0
S2-A-1624,"SurPro S2 Aluminum Drywall Stilts - 16""-24""",variation,SP-S2-A,SurPro,Drywall Finishing Tools > Stilts,356.00,,,,cogs|map,0,0
S2-A-2030,"SurPro S2 Aluminum Drywall Stilts - 20""-30""",variation,SP-S2-A,SurPro,Drywall Finishing Tools > Stilts,365.00,,,,cogs|map,0,0
S2-A-2640,"SurPro S2 Aluminum Drywall Stilts - 26""-40""",variation,SP-S2-A,SurPro,Drywall Finishing Tools > Stilts,374.00,,,,cogs|map,0,0
S2-M-1624,"SurPro S2 Magnesium Drywall Stilts - 16""-24""",variation,SP-S2-M,SurPro,Drywall Finishing Tools > Stilts,395.00,,,,cogs|map,0,0
S2-M-2030,"SurPro S2 Magnesium Drywall Stilts - 20""-30""",variation,SP-S2-M,SurPro,Drywall Finishing Tools > Stilts,403.50,,,,cogs|map,0,0
S2-M-2640,"SurPro S2 Magnesium Drywall Stilts - 26""-40""",variation,SP-S2-M,SurPro,Drywall Finishing Tools > Stilts,412.00,,,,cogs|map,0,0
PT-MNBH,Platinum Mini Box Handle,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,62.00,,,,cogs|map,0,0
PT-AICA,Platinum 4 Wheel Inside Angle / Corner Applicator,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,89.00,,,,cogs|map,0,0
PT-TP,Platinum Semi Automatic Drywall Taper,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,145.00,,,,cogs|map,0,0
PT-GN,Platinum Gooseneck,simple,,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,59.00,,,,cogs|map,0,0
S2X-A-3852,"SurPro S2X Aluminum Drywall Stilts - 38""-52""",variation,SP-S2X-A,SurPro,Drywall Finishing Tools > Stilts,486.00,,,,cogs|map,0,0
S2X-A-2640,"SurPro S2X Aluminum Drywall Stilts - 26""-40""",variation,SP-S2X-A,SurPro,Drywall Finishing Tools > Stilts,457.00,,,,cogs|map,0,0
S2X-M-2131,"SurPro S2X Magnesium Drywall Stilts - 21""-31""",variation,SP-S2X-M,SurPro,Drywall Finishing Tools > Stilts,479.00,,,,cogs|map,0,0
S2X-M-2640,"SurPro S2X Magnesium Drywall Stilts - 26""-40""",variation,SP-S2X-M,SurPro,Drywall Finishing Tools > Stilts,490.00,,,,cogs|map,0,0
BHE-SW,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",variation,TT-BRAKELESS-BOX-HANDLE,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,329.00,,238.55,,map,0,0
TTPFB,TapeTech Paper Faced Bead Pro Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1949.00,,,,cogs|map,0,0
TTBTS,TapeTech Basic Taping Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,2829.00,,,,cogs|map,0,0
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,7295.00,,,,cogs|map,0,0
TTSFS-2,TapeTech Standard Full Set - With 2 Pumps,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,5357.00,,,,cogs|map,0,0
TTCFS,TapeTech Corner Finishing Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1416.00,,,,cogs|map,0,0
TTSFS,TapeTech Standard Full Set - Standard,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,4958.00,,,,cogs|map,0,0
TTPPS,TapeTech Pro Performance Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,6625.00,,,,cogs|map,0,0
TTPSS,TapeTech Professional Starter Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,4559.00,,,,cogs|map,0,0
TTBBS,TapeTech Basic Box Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1644.00,,,,cogs|map,0,0
TTCFS-M,TapeTech MudRunner Corner Finishing Set,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1928.00,,,,cogs|map,0,0
CF25COMBO,"TapeTech Combo Corner Flusher - 2.5""",variation,TT-COMBO-CORNER-FLUSHER,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,179.00,,,,cogs|map,0,0
CF30COMBO,"TapeTech Combo Corner Flusher - 3""",variation,TT-COMBO-CORNER-FLUSHER,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,184.00,,,,cogs|map,0,0
CF35COMBO,"TapeTech Combo Corner Flusher - 3.5""",variation,TT-COMBO-CORNER-FLUSHER,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,189.00,,,,cogs|map,0,0
CF40COMBO,"TapeTech Combo Corner Flusher - 4""",variation,TT-COMBO-CORNER-FLUSHER,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,194.00,,,,cogs|map,0,0
15TTE,TapeTech Corner Roller - Inside Corner,variation,TT-CORNER-ROLLER,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,189.00,,,189.00,cogs,0,0
CH55TT,TapeTech Cove Applicator Head - 55 mm,variation,TT-COVE-APPLICATOR-HEAD,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,99.00,,,99.00,cogs,0,0
CH75TT,TapeTech Cove Applicator Head - 75 mm,variation,TT-COVE-APPLICATOR-HEAD,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,99.00,,,99.00,cogs,0,0
CH83TT,TapeTech Cove Applicator Head - 83 mm,variation,TT-COVE-APPLICATOR-HEAD,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,99.00,,,99.00,cogs,0,0
CH90TT,TapeTech Cove Applicator Head - 90 mm,variation,TT-COVE-APPLICATOR-HEAD,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,99.00,,,99.00,cogs,0,0
03TT,"TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""",variation,TT-EASYCLEAN-AUTOMATIC-TAPER,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,1775.00,,,1775.00,cogs,0,0
EZ15TT,"TapeTech EasyClean® Finishing Box - 15""",variation,TT-EASYCLEAN-FINISHING-BOX,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,429.00,,,429.00,cogs,0,0
76TT,TapeTech EasyClean® Pump - Standard,variation,TT-EASYCLEAN-PUMP,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,399.00,,,,cogs|map,0,0
76TT-CA,TapeTech EasyClean® Pump - Canada,variation,TT-EASYCLEAN-PUMP,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,409.00,,,409.00,cogs,0,0
85T,TapeTech Gooseneck - Standard,variation,TT-GOOSENECK,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,105.00,,,105.00,cogs,0,0
85XLTT,TapeTech Gooseneck - Extra Long,variation,TT-GOOSENECK,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,199.00,,136.64,,map,0,0
EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",variation,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,419.00,,,419.00,cogs,0,0
EHC10,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",variation,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,419.00,,,419.00,cogs,0,0
EHC12,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",variation,TT-MAXXBOX-HIGH-CAPACITY-FINISHING-BOX,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,444.00,,,444.00,cogs,0,0
NSA-TT,TapeTech Support Handle Adapter - Nail Spotter,variation,TT-SUPPORT-HANDLE-ADAPTER,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Taping Tool Accessories,40.00,,29.90,,map,0,0
8000TT,TapeTech Wizard® Compact Finishing Box Handle - Standard,variation,TT-WIZARD-COMPACT-FINISHING-BOX-HANDLE,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,109.00,,,,cogs|map,0,0
14TT,TapeTech MudRunner® Compound Applicator - Standard,variation,TT-MUDRUNNER,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,900.00,,,,cogs|map,0,0
MRX01TT,TapeTech Extension,simple,,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Taping Tool Accessories,179.00,,,179.00,cogs,0,0
GSR-TT,TapeTech Gooseneck Riser,simple,,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,13.99,,6.56,,map,0,0
804003F,TapeTech Grip Assembly For Box Handle,simple,,TapeTech,Drywall Finishing Tools > Parts,73.91,,36.28,,map,0,0
