Brands,Name,SKU,Description,Images
Columbia,"Columbia 12"" Sabre Smoothing Blade",SSB12,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15682_MD-CTTSSB12_M.jpg
Columbia,Key Features:,CTK12,"Columbia Tools is proud to launch our all-new Columbia Taping Knives – crafted for professionals who demand speed, precision, comfort, and durability on every job. Stainless for the price of Carbon Competitively priced, these stainless steel knives offer unbeatable value—comparable to the cost of carbon steel. Key Features: Our medium-flex stainless steel blades glide smoothly across the surface, delivering consistent coats and faster finishing with less fatigue. Rubberized comfort grip handle is shaped to give you maximum control and minimal strain, with the most comfort. Each handle is double-riveted to a heavy-gauge aluminum back plate , then over molded for rugged strength and a clean, professional look. Built with high-performance materials and field-tested design – these knives are ready to handle the toughest sites and the longest days. There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/20673_MD-CTTCTK12.jpg
Columbia,"Columbia 12"" Stainless Steel Mud Pan",C12MPX6,"Introducing the Columbia Mud Pan—the first in our new line of premium hand tools, designed for professionals who demand durability, comfort, and performance. Crafted from heavy-gauge stainless steel, this mud pan is built to withstand the toughest tasks, while its watertight, laser-welded seams ensure long-lasting reliability. With tapered ends and sides for a secure grip, this tool is ready to handle any job with ease. Plus, every Columbia Mud Pan comes with a free soft, non-slip rubber grip for enhanced comfort and ease of use. Now available in three convenient sizes—12″, 14″, and 16″—there’s a Columbia Mud Pan perfect for any project. The mud pans are sold in packs of 6 to dealers, but you have the flexibility to sell them individually to your customers. Lifetime Warranty: We stand by the quality and craftsmanship of our products. Each Columbia Mud Pan is backed by a lifetime warranty, ensuring you can rely on it for years of hard work. Key Features: Heavy-Gauge Stainless Steel: Engineered for strength and longevity, this mud pan resists wear and tear for reliable, long-term use. Watertight Laser-Welded Seams: Prevents leaks, even under heavy-duty conditions, for consistent performance. Comfortable Grip: Tapered ends and sides provide a secure, ergonomic hold for better control and comfort. Straight Edges: Ideal for wiping joint knives clean, ensuring a mess-free and efficient work process. Complimentary Rubber Grip: Every Columbia Mud Pan comes with a FREE soft, non-slip rubber grip for enhanced comfort and ease of use—adding even more value to this already premium tool",https://s3.amazonaws.com/tswfastcomfiles/product/20670_MD-CTTC12MPX6.jpg
Columbia,"Columbia 12"" Tomahawk Smoothing Blade",TSB12,"Columbia 12"" Tomahawk Smoothing Blade There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/12760_MD-Tomahawk12.png
Columbia,"Columbia 14"" Automatic Flat Box",14FFBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14FFBA_M.jpg
Columbia,"Columbia 14"" Sabre Smoothing Blade",SSB14,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15690_MD-CTTSSB14_M.jpg
Columbia,Key Features:,CTK14,"Columbia Tools is proud to launch our all-new Columbia Taping Knives – crafted for professionals who demand speed, precision, comfort, and durability on every job. Stainless for the price of Carbon Competitively priced, these stainless steel knives offer unbeatable value—comparable to the cost of carbon steel. Key Features: Our medium-flex stainless steel blades glide smoothly across the surface, delivering consistent coats and faster finishing with less fatigue. Rubberized comfort grip handle is shaped to give you maximum control and minimal strain, with the most comfort. Each handle is double-riveted to a heavy-gauge aluminum back plate , then over molded for rugged strength and a clean, professional look. Built with high-performance materials and field-tested design – these knives are ready to handle the toughest sites and the longest days. There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/20674_MD-CTTCTK14.jpg
Columbia,"Columbia 14"" Stainless Steel Mud Pan",C14MPX6,"Introducing the Columbia Mud Pan—the first in our new line of premium hand tools, designed for professionals who demand durability, comfort, and performance. Crafted from heavy-gauge stainless steel, this mud pan is built to withstand the toughest tasks, while its watertight, laser-welded seams ensure long-lasting reliability. With tapered ends and sides for a secure grip, this tool is ready to handle any job with ease. Plus, every Columbia Mud Pan comes with a free soft, non-slip rubber grip for enhanced comfort and ease of use. Now available in three convenient sizes—12″, 14″, and 16″—there’s a Columbia Mud Pan perfect for any project. The mud pans are sold in packs of 6 to dealers, but you have the flexibility to sell them individually to your customers. Lifetime Warranty: We stand by the quality and craftsmanship of our products. Each Columbia Mud Pan is backed by a lifetime warranty, ensuring you can rely on it for years of hard work. Key Features: Heavy-Gauge Stainless Steel: Engineered for strength and longevity, this mud pan resists wear and tear for reliable, long-term use. Watertight Laser-Welded Seams: Prevents leaks, even under heavy-duty conditions, for consistent performance. Comfortable Grip: Tapered ends and sides provide a secure, ergonomic hold for better control and comfort. Straight Edges: Ideal for wiping joint knives clean, ensuring a mess-free and efficient work process. Complimentary Rubber Grip: Every Columbia Mud Pan comes with a FREE soft, non-slip rubber grip for enhanced comfort and ease of use—adding even more value to this already premium tool",https://s3.amazonaws.com/tswfastcomfiles/product/20671_MD-CTTC14MPX6.jpg
Columbia,"Columbia 16"" Sabre Smoothing Blade",SSB16,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15691_MD-CTTSSB16_M.jpg
Columbia,"Columbia 18"" Sabre Smoothing Blade",SSB18,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15683_MD-CTTSSB18_M.jpg
Columbia,"Columbia 2"" Angle Head Frame Tension Spring",AH72,"Columbia 2"" Angle Head Frame Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13620_MD-CTTAH72_M.jpg
Columbia,"Columbia 2.5"" Angle Head Frame Tension Spring",AH725,"Columbia 2.5"" Angle Head Frame Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13621_MD-CTTAH725_M.jpg
Columbia,"Columbia 24"" Compound Mud Tube",CMT24,"Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet. Features: Sizes 24″, 32″, 42″, and 55″ available A combination of factors result in the compound being easily pushed through your tools Stainless steel ball Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMT_M.jpg
Columbia,"Columbia 24"" Sabre Smoothing Blade",SSB24,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15681_MD-CTTSSB24_M.jpg
Columbia,"Columbia 29""-39"" Predator Matrix Box Handle",PMHS,"Columbia 29""-39"" Predator Matrix Box Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15526_MD-Predator_Matrix_Handle.png
Columbia,"Columbia 3"" Angle Head Tension Spring",AH73,"Columbia 3"" Angle Head Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png
Columbia,"Columbia 3"" Anglehead Blade Maintenance Kit",AHRBK3,Parts: 2 – AH3 Top Blades 2 – AH4 Side Blades 16 FA235 6/32×1/8″ Set Screws 1 – AH19 1/16″ Allen Key There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12774_MD-Angle_Head_Kit_M.jpg
Columbia,"Columbia 3"" Widetrack Direct Corner Flusher",3WTDF,"Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them. Features: Precision hand ground and set 5 designs: 2.5″, 3″, 3.5″, 4″ and wide track Wheels come standard Hand made from U.S. aluminum and steel components There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13649_MD-CTT3WTDF_M.jpg
Columbia,Columbia 3-5' Predator One  Extendable Handle,PC1HEXT,Columbia 3-5' Predator One Extendable Handle There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTPC1HEXT_M.jpg
Columbia,"Columbia 3.5"" Angle Head Frame Tension Spring",AH735,"Columbia 3.5"" Angle Head Frame Tension Spring There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13575_MD-CTTAH735_M.jpg
Columbia,"Columbia 3.5"" Anglehead Blade Maintenance Kit",AHRBK35,Parts: 2 – AH3 Top Blades 2 – AH4 Side Blades 16 FA235 6/32×1/8″ Set Screws 1 – AH19 1/16″ Allen Key There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12780_MD-Angle_Head_Kit_M.jpg
Columbia,"Columbia 32"" Compound Mud Tube",CMT32,"Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet. Features: Sizes 24″, 32″, 42″, and 55″ available A combination of factors result in the compound being easily pushed through your tools Stainless steel ball Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCMT_M.jpg
Columbia,"Columbia 32"" Sabre Smoothing Blade",SSB32,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15680_MD-CTTSSB32_M.jpg
Columbia,"Columbia 33/64 X 7/8"" Flat Washer",FA308,"Columbia 33/64 X 7/8"" Flat Washer There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13763_MD-CTTFA308.jpg
Columbia,"Columbia 36"" 180-Grip Bent Flat Box Handle",3BBH,"Columbia 36"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. Features: Bent ergonomic design increases leverage and requires less effort to push Clamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 36"" 180-Grip Bent Box Handle is ideal for wall work, butt joints, and ceilings There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/6BBH_M.jpg
Columbia,"Columbia 4-40 x 1/8"" Binder Slot",FA208,"Columbia 4-40 x 1/8"" Binder Slot There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15544_MD-CTTFA208.jpg
Columbia,"Columbia 4-40 X 3/4"" Bind Head Screw",FA220,"Columbia 4-40 X 3/4"" Bind Head Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13789_MD-CTTFA220.jpg
Columbia,Columbia 4-40 x 5/16 Binder Slot,FA215,Columbia 4-40 x 5/16 Binder Slot There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15656_MD-CTTFA215.jpg
Columbia,Columbia 4-8' Predator Long Extendable Handle,PCHXL,Columbia 4-8' Predator Long Extendable Handle There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/15527_MD-Predator_Long_Extendable.png
Columbia,"Columbia 40"" Sabre Smoothing Blade",SSB40,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15684_MD-CTTSSB40_M.jpg
Columbia,"Columbia 41-75"" Sabre Smoothing Blade Extension Pole",SBP,"Columbia 41-75"" Sabre Smoothing Blade Extension Pole There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15685_MD-CTTSBP_M.jpg
Columbia,"Columbia 42"" 180-Grip Bent Flat Box Handle",42BBH,"Columbia 42"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. Features: Bent ergonomic design increases leverage and requires less effort to push Clamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 42"" 180-Grip Bent Box Handle is ideal for wall work, tight areas, butt joints, and low ceilings There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/6BBH_M.jpg
Columbia,"Columbia 42"" Predator Cam Lock Tube",PCLT42,"Columbia 42"" Predator Cam Lock Tube There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPCLT42_M.jpg
Columbia,"Columbia 42"" Predator Compound Tube",PCMT42,"Columbia 42"" Predator Compound Tube There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPCMT42_M.jpg
Columbia,"Columbia 48"" 180-Grip Bent Flat Box Handle",4BBH,"Columbia 48"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. Features: Bent ergonomic design increases leverage and requires less effort to push Clamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 48"" 180-Grip Bent Box Handle is ideal for wall work, butt joints, and ceilings There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/6BBH_M.jpg
Columbia,"Columbia 48"" Sabre Smoothing Blade",SSB48,"Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. FEATURES: 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control. There are currently no resources for this p",https://s3.amazonaws.com/tswfastcomfiles/product/15689_MD-CTTSSB48_M.jpg
Columbia,"Columbia 5-40 X 3/8"" Bind Head Screw",FA222,"Columbia 5-40 X 3/8"" Bind Head Screw IA There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15112_MD-CTTFA222.jpg
Columbia,"Columbia 5.5"" Fat Boy Flat Box",55FBB,"Columbia 5.5"" Fat Boy Flat Box There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14777_MD-CTT55FBB_M.jpg
Columbia,"Columbia 5/16-18 X 1-1/4"" Hex Bolt",FA306,"Columbia 5/16-18 X 1-1/4"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15100_MD-CTTFA306.jpg
Columbia,"Columbia 5/16-18 X 3/4"" Hex Bolt",FA305,"Columbia 5/16-18 X 3/4"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/15116_MD-CTTFA305.jpg
Columbia,"Columbia 55"" Cam Lock Tube",CLT55,Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. Features: Brass cams on a stainless steel lock ring Quick remove bottom for complete cleaning Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CLT_M.jpg
Columbia,"Columbia 56""-76"" Predator Matrix Box Handle",PMHL,"Columbia 56""-76"" Predator Matrix Box Handle There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPMH_M.jpg
Columbia,Columbia 6-32 Hex Nut,FA232,Columbia 6-32 Hex Nut There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13760_MD-CTTFA232.jpg
Columbia,Columbia 6-32 Nyloc Jam Nut,FA234,Columbia 6-32 Nyloc Jam Nut There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13761_MD-CTTFA234.jpg
Columbia,"Columbia 6-32 X 1/2"" Fill. Head Screw",FA245,"Columbia 6-32 X 1/2"" Fill. Head Screw There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13790_MD-CTTFA245.jpg
Columbia,"Columbia 6-32 X 5/8"" Hex Bolt",FA247,"Columbia 6-32 X 5/8"" Hex Bolt There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/13873_MD-FA247.jpg
Columbia,"Columbia 60"" 180-Grip Bent Flat Box Handle",5BBH,"Columbia 60"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. Features: Bent ergonomic design increases leverage and requires less effort to push Clamp style 180 brake is simple and more durable than pinch brakes Strong billet aluminum design with black anodizing, and laser engraving Additional braking, control, and range of motion versus competitor handles Compatible with all leading brand boxes (Excluding TapeWorm). 60"" 180-Grip Bent Box Handle is ideal for butt joints, headers and ceilings There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/6BBH_M.jpg
