Brands,Name,SKU,Description,Images
Columbia,Columbia 7″ Throttle Box,7CFB,"The 7″ Throttle Box is another great product of ours that offers years of great performance. All billet construction with a threaded stainless steel ball, this Corner Box looks and operates seamlessly. All our Corner Boxes now come standard with automatic capabilities, making pushing the box at least 50% easier than standard boxes. The new springs have adjustable tensions and greatly reduce the occurence of air pockets while running. The Throttle Box allows the corners to be quickly coated with your choice of angle head or applicator head. *Patent Pending Features: Available in 7″ and 8″ sizes New spring tension allows for 50% easier push Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Patent Pending There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/7CFB_M.jpg
Columbia,"Columbia 8"" Flat Finishing Box",8FFB,"Columbia Taping Tools 8"" Hinged Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. 8"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 8"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for base coating tape seams. Features: Hinged pressure plate and quick release tabs for extremely easy cleanup! 8"" Columbia Hinged Flat Box is excellent for applying base coat on drywall flat seams. ""Commercial Grade"" pressure plate wiper resists expansion or corrosion for easy operation and long service life. Aluminum wheels with o-ring tires are long lasting and smooth running. Compatible with all leading brands of flat box handles (except Tapeworm) Can be operated with or without pressure plate springs Smooth operation without door springs is possible due to reduced drag of Integrated Pressure Door Axle. There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTT8FFB_M.jpg
Columbia,Columbia External 90 Mud Applicator,CEXT90,"The Columbia External 90 ° Mud Applicator works for all sizes of outside bead as it puts out 3 layers of mud, one in the middle, and one on each side. The amount of pressure applied to the tube will dictate how much mud you need for larger or smaller bead. These applicators are machined from solid billet aluminum and are very accurate as their Delrin wheels glide along the wall. Features: Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTCEXT90_M.jpg
Columbia,Columbia Predator Carbon Fiber Automatic Taper,PTAPER,"The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it is also significantly lighter than all other tapers on the market and dent proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The Patent Pending Pump Action cutting sleeve gives the operator a smoother glide over teflon bearings, superb grip and the pull ring is great for higher ceilings. The Predator maintains it’s stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you. Features: Handmade from Carbon Fiber and steel components Titanium pull rod Adjustable Brake Quick release for tape changing Reduced Drag system for corners Stainless steel side plates, creaser arms and cable drum Quick release cap NEW Very smooth Patent Pending Pump Action cutting system with a roller chain 53″ in length Machined in our state of the art factory in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/CTTPTAPER_M.jpg
Columbia,Columbia Removable Cover Plate Attachment Block,CT34R,Columbia Removable Cover Plate Attachment Block There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13766_MD-CTTCT34R.jpg
Columbia,Columbia Taper Cutter Block Assembly,CTA41,Columbia Taper Cutter Block Assembly There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/12717_MD-CTTCTA41.jpg
Columbia,Columbia Taper Piston Cup,CT111,Columbia Taper Piston Cup There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/13758_MD-CTTCT111.jpg
Columbia,"Columbia 12"" Fat Boy Automatic Assist Drywall Flat Box",12FBBA,"Columbia offers the widest range of high quality Finishing Boxes in the world. The Automatic Flat Boxes reduce the need to push the compound on to the wall. By engaging, the box springs put pressure on the compound chamber requiring only a light push to operate the box. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Finishing Box we make exceeds your expectations. Features: Available in 8″, 10″, 12″ & 14″ regular and 8″, 10″ & 12″ Fat Boy sizes Engaging axel creates pressure on mud release Over 50% easier to push Great for vertical flats Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png
Columbia,"Columbia 12"" Fat Boy Flat Box",12FBB,"Columbia offers the widest range of high quality, high capacity finishing boxes in the world. From our 5.5″ Fat Boy to our 12″, they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been told for years that our boxes are the smoothest finishing and easiest to push, and now they’re also the highest capacity on the market. We are very proud to get this feedback and will make sure that every Fat Boy box we make exceeds your expectations. Features: Available in 5.5″, 8″, 10″, 12″ sizes Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/12FBB_M.jpg
Columbia,"Columbia 14"" Flat Box",14FFB,"Columbia offers the widest range of high quality Flat Boxes in the world. From our 5.5” specialty box to our 14” they are all star performers. Well-built and fine-tuned to offer great flat joints for years. We have been being told for years that our boxes are the smoothest finishing and easiest to push. We are very proud to get this feedback and will make sure that every Flat Box we make exceeds your expectations. Features: Available in 5.5″, 7″, 8″, 10″, 12″ and now 14″ sizes Manual sweeping grip for tight spaces when you cannot actuate the box handle (not on the 5.5″ box) Bead wheel protects axel from wear while running box on bead Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.",https://s3.amazonaws.com/tswfastcomfiles/product/14FFB_M.jpg
Columbia,Columbia 2 Wheel Inside Corner Applicator,ICA21,Columbia Inside Corner Applicators are all machined from solid aluminum billet. They are very accurate and their Delrin wheels glide along the wall. Offered in two and four wheel designs. Features: The one way model is offered with two wheels or four wheels Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada There are currently no resources for this product.,https://s3.amazonaws.com/tswfastcomfiles/product/CTTICA21_M.jpg
