sku,field,before,after,protected_field
PAHC07,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PAHC07,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PAHC07,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PAHC07,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PAHC07,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-power-assist-maxxbox&amp;page=1,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-power-assist-maxxbox&page=1,false
PAHC10,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PAHC10,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PAHC10,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PAHC10,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PAHC10,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-power-assist-maxxbox&amp;page=2,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-power-assist-maxxbox&page=2,false
PAHC12,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PAHC12,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PAHC12,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PAHC12,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PAHC12,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-power-assist-maxxbox&amp;page=3,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-power-assist-maxxbox&page=3,false
PC1H,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PC1H,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PC1H,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PC1H,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PC1HEXT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PC1HEXT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PC1HEXT,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PC1HEXT,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PCHXL,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PCHXL,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PCHXL,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PCHXL,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PCLT42,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
PCLT42,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PCLT42,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PCLT42,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
PCMT42,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
PCMT42,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PCMT42,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PCMT42,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
PHMP,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
PHMP,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PHMP,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
PHMP,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
PMH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PMH,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PMH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PMH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PMH,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-matrix,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-matrix,false
PMHL,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PMHL,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PMHL,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PMHL,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PMHL,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-matrix,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-matrix,false
PMHS,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PMHS,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PMHS,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PMHS,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PMHS,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-matrix,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-matrix,false
PT-10FB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PT-10FB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PT-10FB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PT-10FB,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Finishing+Boxes&amp;schematic=platinum-flat-box,/schematics?brand=platinum&category=Finishing+Boxes&schematic=platinum-flat-box,false
PT-12FB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PT-12FB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PT-12FB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PT-12FB,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Finishing+Boxes&amp;schematic=platinum-flat-box,/schematics?brand=platinum&category=Finishing+Boxes&schematic=platinum-flat-box,false
PT-14FB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PT-14FB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PT-14FB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PT-14FB,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Finishing+Boxes&amp;schematic=platinum-flat-box,/schematics?brand=platinum&category=Finishing+Boxes&schematic=platinum-flat-box,false
PT-2.5CF,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
PT-2.5CF,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-2.5CF,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
PT-2NS,Categories,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,false
PT-2NS,Meta: _dtb_category_key,taping,automatic_taping_tools,false
PT-2NS,Meta: _dtb_display_category_key,nail_spotters,automatic_nail_spotters,false
PT-3.5CF,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
PT-3.5CF,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-3.5CF,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
PT-3CF,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
PT-3CF,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-3CF,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
PT-3CF,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Corner+Finishers&amp;schematic=platinum-corner-finisher,/schematics?brand=platinum&category=Corner+Finishers&schematic=platinum-corner-finisher,false
PT-3NS,Categories,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,false
PT-3NS,Meta: _dtb_category_key,taping,automatic_taping_tools,false
PT-3NS,Meta: _dtb_display_category_key,nail_spotters,automatic_nail_spotters,false
PT-8FB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PT-8FB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PT-8FB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PT-8FB,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Finishing+Boxes&amp;schematic=platinum-flat-box,/schematics?brand=platinum&category=Finishing+Boxes&schematic=platinum-flat-box,false
PT-90-APPLICATOR,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
PT-90-APPLICATOR,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-90-APPLICATOR,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-90-APPLICATOR,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
PT-AICA,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
PT-AICA,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-AICA,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
PT-BF,Categories,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
PT-BF,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
PT-BF,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
PT-BH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-BH,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-BH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-BH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-BH34,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-BH34,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-BH34,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-BH42,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-BH42,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-BH42,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-BH54,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-BH54,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-BH54,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-CA8,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
PT-CA8,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-CA8,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
PT-CAH50,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-CAH50,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-CAH50,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-CF,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
PT-CF,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-CF,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-CF,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
PT-CF,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Corner+Finishers&amp;schematic=platinum-corner-finisher,/schematics?brand=platinum&category=Corner+Finishers&schematic=platinum-corner-finisher,false
PT-CF2.5,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
PT-CF2.5,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-CF2.5,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
PT-CF2.5,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Corner+Finishers&amp;schematic=platinum-corner-finisher,/schematics?brand=platinum&category=Corner+Finishers&schematic=platinum-corner-finisher,false
PT-CF3.5,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
PT-CF3.5,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-CF3.5,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
PT-CF3.5,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Corner+Finishers&amp;schematic=platinum-corner-finisher,/schematics?brand=platinum&category=Corner+Finishers&schematic=platinum-corner-finisher,false
PT-CFH50,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-CFH50,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-CFH50,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-CORNER-HANDLE-50,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-CORNER-HANDLE-50,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-CORNER-HANDLE-50,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-CORNER-HANDLE-50,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-CORNER-ROLLER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,false
PT-CORNER-ROLLER,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-CORNER-ROLLER,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-CORNER-ROLLER,Meta: _dtb_display_category_key,corner_tools,automatic_corner_rollers,false
PT-CP,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
PT-CP,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
PT-CP,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
PT-CP,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Pumps&amp;schematic=platinum-compound-pump,/schematics?brand=platinum&category=Pumps&schematic=platinum-compound-pump,false
PT-CR,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,false
PT-CR,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-CR,Meta: _dtb_display_category_key,corner_tools,automatic_corner_rollers,false
PT-CRE,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,false
PT-CRE,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-CRE,Meta: _dtb_display_category_key,corner_tools,automatic_corner_rollers,false
PT-CRH50,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-CRH50,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-CRH50,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-CRH50,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Handles&amp;schematic=platinum-corner-roller-handle,/schematics?brand=platinum&category=Handles&schematic=platinum-corner-roller-handle,false
PT-CT,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
PT-CT,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-CT,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-CT,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
PT-CT24,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
PT-CT24,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-CT24,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
PT-CT36,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
PT-CT36,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-CT36,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
PT-CT42,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Tubes,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,false
PT-CT42,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-CT42,Meta: _dtb_display_category_key,compound_tubes,semi_compound_tubes,false
PT-EBH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-EBH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-EBH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-EXT3IN1-1,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-EXT3IN1-1,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-EXT3IN1-1,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-FA,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
PT-FA,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-FA,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
PT-FB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
PT-FB,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-FB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
PT-FB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
PT-FB,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Finishing+Boxes&amp;schematic=platinum-flat-box,/schematics?brand=platinum&category=Finishing+Boxes&schematic=platinum-flat-box,false
PT-FIN,Categories,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,Taping & Finishing Tools > Automatic Taping Tools > Tool Sets,false
PT-FIN,Meta: _dtb_category_key,taping,automatic_taping_tools,false
PT-FIN,Meta: _dtb_display_category_key,toolsets,automatic_tool_sets,false
PT-GN,Categories,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,Taping & Finishing Tools > Automatic Taping Tools > Goosenecks & Box Fillers,false
PT-GN,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
PT-GN,Meta: _dtb_display_category_key,pumps,automatic_goosenecks_box_fillers,false
PT-ICA,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
PT-ICA,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-ICA,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
PT-MNBH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
PT-MNBH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
PT-MNBH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
PT-NS,Categories,Drywall Finishing Tools > Automatic Taping Tools > Nail Spotters,Taping & Finishing Tools > Automatic Taping Tools > Nail Spotters,false
PT-NS,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-NS,Meta: _dtb_category_key,taping,automatic_taping_tools,false
PT-NS,Meta: _dtb_display_category_key,nail_spotters,automatic_nail_spotters,false
PT-OCA,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
PT-OCA,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-OCA,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
PT-OCR,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,false
PT-OCR,Meta: _dtb_category_key,corner,automatic_taping_tools,false
PT-OCR,Meta: _dtb_display_category_key,corner_tools,automatic_corner_rollers,false
PT-OCR,Meta: _dtb_schematic_url,/schematics?brand=platinum&amp;category=Corner+Rollers&amp;schematic=platinum-outside-corner-roller,/schematics?brand=platinum&category=Corner+Rollers&schematic=platinum-outside-corner-roller,false
PT-SSCF,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
PT-SSCF,Meta: _dtb_commerce_mode,parent_container,purchasable,false
PT-SSCF,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
PT-SSCF,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
PT-TP,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Semi-Automatic Tapers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,false
PT-TP,Meta: _dtb_category_key,taping,semi_automatic_taping_tools,false
PTAPER,Categories,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,Taping & Finishing Tools > Automatic Taping Tools > Automatic Tapers,false
PTAPER,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
PTAPER,Meta: _dtb_category_key,taping,automatic_taping_tools,false
PTAPER,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Automatic+Tapers&amp;schematic=columbia-predator-taper,/schematics?brand=columbia-taping-tools&category=Automatic+Tapers&schematic=columbia-predator-taper,false
QB06-QSX,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
QB06-QSX,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
QB06-QSX,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
QB06-QSX,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
QB06-QSX,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-quickbox-qsx&amp;page=1,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-quickbox-qsx&page=1,false
QB08-QSX,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
QB08-QSX,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
QB08-QSX,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
QB08-QSX,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
QB08-QSX,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Finishing+Boxes&amp;schematic=tapetech-quickbox-qsx&amp;page=2,/schematics?brand=tapetech&category=Finishing+Boxes&schematic=tapetech-quickbox-qsx&page=2,false
RC,Type,variation,simple,true
RC,Name,Columbia Tool Case - Road Case,Columbia Road Case,false
RC,Categories,Drywall Finishing Tools > Automatic Taping Tools > Tool Cases,Taping & Finishing Tools > Tool Storage & Cases,false
RC,Parent,COL-TOOL-CASE,,true
RC,Attribute 1 name,Case Type,,false
RC,Attribute 1 value(s),Road Case,,false
RC,Attribute 1 global,0,,false
RC,Meta: _dtb_product_kind,drywall-finishing-tool,accessory,true
RC,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
RC,Meta: _dtb_display_category_key,accessories,tool_storage_cases,false
RC,Meta: _dtb_parent_product_sku,COL-TOOL-CASE,,false
RC,Meta: _dtb_variation_axis,Case Type,,false
RC,Meta: _dtb_variation_value,Road Case,,false
RC,Meta: _dtb_variation_label,Road Case,,false
RC,Meta: _dtb_variation_sort,2,,false
RC,Meta: _dtb_seo_title,Columbia Tool Case - Road Case | Professional Drywall Storage,Columbia Road Case | Professional Tool Storage,false
RC,Meta: _dtb_seo_description,"Protect your drywall finishing tools with the Columbia Road Case. Features a rugged shell and custom foam interior for secure, organized transport.",Protect and organize a complete Columbia drywall finishing set in the rugged RC rolling road case for professional transport and storage.,false
RC,Meta: _dtb_seo_focus_kw,Columbia Tool Case,Columbia road case,false
RC,Meta: _dtb_seo_canonical,/product/columbia-tool-case-road-case/,,false
RC,Slug,columbia-tool-case-road-case,columbia-road-case-rc,false
S1-A-1624,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
S1-A-2030,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
S1-A-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
S1-M-1624,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
S1-M-2030,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
S1-M-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1,false
S1X-A-2131,Published,1,0,false
S1X-A-2131,Visibility in catalog,visible,hidden,false
S1X-A-2131,Meta: _dtb_commerce_mode,deprecated,hidden_reference,false
S1X-A-2131,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1x,false
S1X-A-2640,Meta: _dtb_schematic_url,/schematics?brand=surpro&amp;category=Stilts&amp;schematic=surpro-s1x,/schematics?brand=surpro&category=Stilts&schematic=surpro-s1x,false
