sku,name,type,brand,categories,regular_price,sale_price,effective_price,cogs,map_price,gross_profit,current_gross_margin_pct,regular_gross_margin_pct,current_markup_pct,map_gross_margin_pct,comparison_target_margin_pct,target_margin_price,allowable_cost_at_current_price,cost_gap_vs_target,map_violation
4-677P,LEVEL5 The Ultimate Taping & Finishing Set,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,6342.64,,6342.64,,,,,,,,30.00,,4439.85,,0
5-777,"LEVEL5 Corner Roller Handle - 50""",variation,LEVEL5,(Uncategorized),89.99,,89.99,,,,,,,,30.00,,62.99,,0
4-777,"LEVEL5 Corner Roller Handle - 54""",variation,LEVEL5,(Uncategorized),92.22,,92.22,,,,,,,,30.00,,64.55,,0
4-778,"LEVEL5 50"" Fixed Handle - Corner Applicator",variation,LEVEL5,(Uncategorized),92.22,,92.22,,,,,,,,30.00,,64.55,,0
4-779,"LEVEL5 50"" Fixed Handle - Corner Finisher",variation,LEVEL5,(Uncategorized),92.22,,92.22,,,,,,,,30.00,,64.55,,0
4-792,"LEVEL5 31""- 50"" Corner Roller/Nail Spotter Handle",simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,179.33,,179.33,,,,,,,,30.00,,125.53,,0
4-760,LEVEL5 Automatic Taper,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Automatic Tapers,1444.99,,1444.99,,,,,,,,30.00,,1011.49,,0
4-715,LEVEL5 Box Filler,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,67.57,,67.57,,,,,,,,30.00,,47.30,,0
4-771,LEVEL5 Compound Pump,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,452.62,,452.62,,,,,,,,30.00,,316.83,,0
4-741,LEVEL5 Compound Tube,simple,LEVEL5,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,203.84,,203.84,,,,,,,,30.00,,142.69,,0
4-707,LEVEL5 Corner Roller,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,152.14,,152.14,,,,,,,,30.00,,106.50,,0
5-311,LEVEL5 Drywall Banjo,simple,LEVEL5,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,150.29,,150.29,,,,,,,,30.00,,105.20,,0
PT-CF2.5,"Platinum Angle Head Corner Finisher with Wheels - 2.5""",variation,Platinum Drywall Tools,(Uncategorized),239.00,,239.00,,,,,,,,30.00,,167.30,,0
PT-3CF,"Platinum Angle Head Corner Finisher with Wheels - 3""",variation,Platinum Drywall Tools,(Uncategorized),249.00,,249.00,,,,,,,,30.00,,174.30,,0
PT-CF3.5,"Platinum Angle Head Corner Finisher with Wheels - 3.5""",variation,Platinum Drywall Tools,(Uncategorized),259.00,,259.00,,,,,,,,30.00,,181.30,,0
PT-CT24,"Platinum Compound Tube - 24""",variation,Platinum Drywall Tools,(Uncategorized),150.00,,150.00,,,,,,,,30.00,,105.00,,0
PT-CT36,"Platinum Compound Tube - 36""",variation,Platinum Drywall Tools,(Uncategorized),155.00,,155.00,,,,,,,,30.00,,108.50,,0
PT-CT42,"Platinum Compound Tube - 42""",variation,Platinum Drywall Tools,(Uncategorized),160.00,,160.00,,,,,,,,30.00,,112.00,,0
PT-BH34,"Platinum Flat Box Handle - 34""",variation,Platinum Drywall Tools,(Uncategorized),90.00,,90.00,,,,,,,,30.00,,63.00,,0
PT-BH42,"Platinum Flat Box Handle - 42""",variation,Platinum Drywall Tools,(Uncategorized),95.00,,95.00,,,,,,,,30.00,,66.50,,0
PT-BH54,"Platinum Flat Box Handle - 54""",variation,Platinum Drywall Tools,(Uncategorized),100.00,,100.00,,,,,,,,30.00,,70.00,,0
PT-10FB,"Platinum Flat Finishing Box - 10""",variation,Platinum Drywall Tools,(Uncategorized),195.00,,195.00,,,,,,,,30.00,,136.50,,0
PT-12FB,"Platinum Flat Finishing Box - 12""",variation,Platinum Drywall Tools,(Uncategorized),205.00,,205.00,,,,,,,,30.00,,143.50,,0
PT-14FB,"Platinum Flat Finishing Box - 14""",variation,Platinum Drywall Tools,(Uncategorized),215.00,,215.00,,,,,,,,30.00,,150.50,,0
PT-8FB,"Platinum Flat Finishing Box - 8""",variation,Platinum Drywall Tools,(Uncategorized),185.00,,185.00,,,,,,,,30.00,,129.50,,0
4-714,LEVEL5 Gooseneck,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,101.14,,101.14,,,,,,,,30.00,,70.80,,0
4-772,LEVEL5 MiniShot,simple,LEVEL5,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,934.99,,934.99,,,,,,,,30.00,,654.49,,0
4-773,LEVEL5 MiniShot Ext. Handle,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,73.94,,73.94,,,,,,,,30.00,,51.76,,0
4-746,LEVEL5 Outside Corner Tool,simple,LEVEL5,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,73.94,,73.94,,,,,,,,30.00,,51.76,,0
PT-2NS,"Platinum Nail Spotter - 2""",variation,Platinum Drywall Tools,(Uncategorized),160.00,,160.00,,,,,,,,30.00,,112.00,,0
PT-3NS,"Platinum Nail Spotter - 3""",variation,Platinum Drywall Tools,(Uncategorized),160.00,,160.00,,,,,,,,30.00,,112.00,,0
PT-3.5CF,"Platinum Stainless Steel Corner Flusher - 3.5""",variation,Platinum Drywall Tools,(Uncategorized),80.00,,80.00,,,,,,,,30.00,,56.00,,0
PT-2.5CF,"Platinum Stainless Steel Corner Flusher - 2.5""",variation,Platinum Drywall Tools,(Uncategorized),75.00,,75.00,,,,,,,,30.00,,52.50,,0
PT-CFH50,"Platinum 50"" Corner Tool Handle - Angle Head",variation,Platinum Drywall Tools,(Uncategorized),49.00,,49.00,,,,,,,,30.00,,34.30,,0
PT-CAH50,"Platinum 50"" Corner Tool Handle - Corner Box",variation,Platinum Drywall Tools,(Uncategorized),49.00,,49.00,,,,,,,,30.00,,34.30,,0
PT-CRH50,"Platinum 50"" Corner Tool Handle - Corner Roller",variation,Platinum Drywall Tools,(Uncategorized),59.00,,59.00,,,,,,,,30.00,,41.30,,0
PT-ICA,Platinum 90° Corner Applicator - Inside,variation,Platinum Drywall Tools,(Uncategorized),59.00,,59.00,,,,,,,,30.00,,41.30,,0
PT-OCA,Platinum 90° Corner Applicator - Outside,variation,Platinum Drywall Tools,(Uncategorized),59.00,,59.00,,,,,,,,30.00,,41.30,,0
PT-CRE,Platinum Corner Roller - ECO Inside,variation,Platinum Drywall Tools,(Uncategorized),59.00,,59.00,,,,,,,,30.00,,41.30,,0
PT-CR,Platinum Corner Roller - Inside,variation,Platinum Drywall Tools,(Uncategorized),79.99,,79.99,,,,,,,,30.00,,55.99,,0
PT-OCR,Platinum Corner Roller - Outside 90°,variation,Platinum Drywall Tools,(Uncategorized),69.99,,69.99,,,,,,,,30.00,,48.99,,0
PT-FA,"Platinum 4"" Flat Applicator",simple,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,59.00,,59.00,,,,,,,,30.00,,41.30,,0
PT-CA8,"Platinum 8"" Corner Applicator",simple,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,159.00,,159.00,,,,,,,,30.00,,111.30,,0
PT-BF,Platinum Box Filler Attachment,simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Box Fillers,49.00,,49.00,,,,,,,,30.00,,34.30,,0
PT-CP,Platinum Drywall Pump w/Filler,simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,269.00,,269.00,,,,,,,,30.00,,188.30,,0
PT-FIN,Platinum Drywall Starter Finishing Set,simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1399.00,,1399.00,,,,,,,,30.00,,979.30,,0
PT-EXT3IN1-1,Platinum Extendable Angle Head Handle,simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,75.00,,75.00,,,,,,,,30.00,,52.50,,0
PT-EBH,"Platinum Extendable Flat Box Handle 40"" – 64""",simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,169.00,,169.00,,,,,,,,30.00,,118.30,,0
S1-A-1624,"SurPro S1 Aluminum Drywall Stilts - 16""-24""",variation,SurPro,(Uncategorized),322.00,,322.00,,,,,,,,30.00,,225.40,,0
S1-A-2030,"SurPro S1 Aluminum Drywall Stilts - 20""-30""",variation,SurPro,(Uncategorized),331.00,,331.00,,,,,,,,30.00,,231.70,,0
S1-A-2640,"SurPro S1 Aluminum Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),340.00,,340.00,,,,,,,,30.00,,238.00,,0
S1-M-1624,"SurPro S1 Magnesium Drywall Stilts - 16""-24""",variation,SurPro,(Uncategorized),368.00,,368.00,,,,,,,,30.00,,257.60,,0
S1-M-2030,"SurPro S1 Magnesium Drywall Stilts - 20""-30""",variation,SurPro,(Uncategorized),376.50,,376.50,,,,,,,,30.00,,263.55,,0
S1-M-2640,"SurPro S1 Magnesium Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),385.00,,385.00,,,,,,,,30.00,,269.50,,0
S1X-A-2131,"SurPro S1X Aluminum Drywall Stilts - 21""-31""",variation,SurPro,(Uncategorized),407.00,,407.00,,,,,,,,30.00,,284.90,,0
S1X-A-2640,"SurPro S1X Aluminum Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),407.00,,407.00,,,,,,,,30.00,,284.90,,0
S1X-M-2131,"SurPro S1X Magnesium Drywall Stilts - 21""-31""",variation,SurPro,(Uncategorized),430.00,,430.00,,,,,,,,30.00,,301.00,,0
S1X-M-2640,"SurPro S1X Magnesium Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),441.00,,441.00,,,,,,,,30.00,,308.70,,0
S2-A-1624,"SurPro S2 Aluminum Drywall Stilts - 16""-24""",variation,SurPro,(Uncategorized),356.00,,356.00,,,,,,,,30.00,,249.20,,0
S2-A-2030,"SurPro S2 Aluminum Drywall Stilts - 20""-30""",variation,SurPro,(Uncategorized),365.00,,365.00,,,,,,,,30.00,,255.50,,0
S2-A-2640,"SurPro S2 Aluminum Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),374.00,,374.00,,,,,,,,30.00,,261.80,,0
S2-M-1624,"SurPro S2 Magnesium Drywall Stilts - 16""-24""",variation,SurPro,(Uncategorized),395.00,,395.00,,,,,,,,30.00,,276.50,,0
S2-M-2030,"SurPro S2 Magnesium Drywall Stilts - 20""-30""",variation,SurPro,(Uncategorized),403.50,,403.50,,,,,,,,30.00,,282.45,,0
S2-M-2640,"SurPro S2 Magnesium Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),412.00,,412.00,,,,,,,,30.00,,288.40,,0
PT-MNBH,Platinum Mini Box Handle,simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,62.00,,62.00,,,,,,,,30.00,,43.40,,0
PT-AICA,Platinum 4 Wheel Inside Angle / Corner Applicator,simple,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,89.00,,89.00,,,,,,,,30.00,,62.30,,0
PT-TP,Platinum Semi Automatic Drywall Taper,simple,Platinum Drywall Tools,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,145.00,,145.00,,,,,,,,30.00,,101.50,,0
PT-GN,Platinum Gooseneck,simple,Platinum Drywall Tools,Drywall Finishing Tools > Automatic Taping Tools > Goosenecks,59.00,,59.00,,,,,,,,30.00,,41.30,,0
S2X-A-3852,"SurPro S2X Aluminum Drywall Stilts - 38""-52""",variation,SurPro,(Uncategorized),486.00,,486.00,,,,,,,,30.00,,340.20,,0
S2X-A-2640,"SurPro S2X Aluminum Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),457.00,,457.00,,,,,,,,30.00,,319.90,,0
S2X-M-2131,"SurPro S2X Magnesium Drywall Stilts - 21""-31""",variation,SurPro,(Uncategorized),479.00,,479.00,,,,,,,,30.00,,335.30,,0
S2X-M-2640,"SurPro S2X Magnesium Drywall Stilts - 26""-40""",variation,SurPro,(Uncategorized),490.00,,490.00,,,,,,,,30.00,,343.00,,0
16TT,TapeTech Applicator Head - Outside Corner,variation,TapeTech,(Uncategorized),85.43,,85.43,59.80,85.00,25.63,30.00,30.00,42.86,29.65,30.00,85.43,59.80,0.00,0
16TT90,TapeTech Applicator Head - Inside Corner,variation,TapeTech,(Uncategorized),85.43,,85.43,59.80,85.00,25.63,30.00,30.00,42.86,29.65,30.00,85.43,59.80,0.00,0
BHE-SW,"TapeTech Brakeless Box Handle - Rotational Extendable 34""-60""",variation,TapeTech,(Uncategorized),329.00,,329.00,238.55,,90.45,27.49,27.49,37.92,,30.00,340.79,230.30,8.25,0
BH,"TapeTech Brakeless Box Handle - Fixed 34""",variation,TapeTech,(Uncategorized),149.00,,149.00,99.12,149.00,49.88,33.48,33.48,50.32,33.48,30.00,141.60,104.30,-5.18,0
BHE,"TapeTech Brakeless Box Handle - Extendable 34""-60""",variation,TapeTech,(Uncategorized),305.72,,305.72,214.00,299.00,91.72,30.00,30.00,42.86,28.43,30.00,305.72,214.00,0.00,0
TTPFB,TapeTech Paper Faced Bead Pro Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1949.00,,1949.00,,,,,,,,30.00,,1364.30,,0
TTBTS,TapeTech Basic Taping Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,2829.00,,2829.00,,,,,,,,30.00,,1980.30,,0
TTPPS-EF,TapeTech Pro Performance Easy Finish Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,7295.00,,7295.00,,,,,,,,30.00,,5106.50,,0
TTSFS-2,TapeTech Standard Full Set - With 2 Pumps,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,5357.00,,5357.00,,,,,,,,30.00,,3749.90,,0
TTCFS,TapeTech Corner Finishing Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1416.00,,1416.00,,,,,,,,30.00,,991.20,,0
TTSFS,TapeTech Standard Full Set - Standard,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,4958.00,,4958.00,,,,,,,,30.00,,3470.60,,0
TTPPS,TapeTech Pro Performance Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,6625.00,,6625.00,,,,,,,,30.00,,4637.50,,0
TTPSS,TapeTech Professional Starter Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,4559.00,,4559.00,,,,,,,,30.00,,3191.30,,0
TTBBS,TapeTech Basic Box Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1644.00,,1644.00,,,,,,,,30.00,,1150.80,,0
TTCFS-M,TapeTech MudRunner Corner Finishing Set,simple,TapeTech,Drywall Finishing Tools > Automatic Taping Tools > Automatic Taping Tool Sets,1928.00,,1928.00,,,,,,,,30.00,,1349.60,,0
CF25COMBO,"TapeTech Combo Corner Flusher - 2.5""",variation,TapeTech,(Uncategorized),179.00,,179.00,,,,,,,,30.00,,125.30,,0
CF30COMBO,"TapeTech Combo Corner Flusher - 3""",variation,TapeTech,(Uncategorized),184.00,,184.00,,,,,,,,30.00,,128.80,,0
CF35COMBO,"TapeTech Combo Corner Flusher - 3.5""",variation,TapeTech,(Uncategorized),189.00,,189.00,,,,,,,,30.00,,132.30,,0
CF40COMBO,"TapeTech Combo Corner Flusher - 4""",variation,TapeTech,(Uncategorized),194.00,,194.00,,,,,,,,30.00,,135.80,,0
CT24TT,"TapeTech Compound Tube - 24""",variation,TapeTech,(Uncategorized),189.00,,189.00,129.64,189.00,59.36,31.41,31.41,45.79,31.41,30.00,185.20,132.30,-2.66,0
CT36TT,"TapeTech Compound Tube - 36""",variation,TapeTech,(Uncategorized),199.00,,199.00,137.96,199.00,61.04,30.67,30.67,44.24,30.67,30.00,197.09,139.30,-1.34,0
CT42TT,"TapeTech Compound Tube - 42""",variation,TapeTech,(Uncategorized),211.09,,211.09,147.76,209.00,63.33,30.00,30.00,42.86,29.30,30.00,211.09,147.76,0.00,0
CA07TT,"TapeTech Corner Applicator - 7""",variation,TapeTech,(Uncategorized),315.00,,315.00,206.89,315.00,108.11,34.32,34.32,52.25,34.32,30.00,295.56,220.50,-13.61,0
CA08TT,"TapeTech Corner Applicator - 8""",variation,TapeTech,(Uncategorized),330.00,,330.00,218.63,330.00,111.37,33.75,33.75,50.94,33.75,30.00,312.33,231.00,-12.37,0
40XTT,"TapeTech Corner Finisher - 2""",variation,TapeTech,(Uncategorized),389.00,,389.00,262.50,389.00,126.50,32.52,32.52,48.19,32.52,30.00,375.00,272.30,-9.80,0
42TT,"TapeTech Corner Finisher - 2.5""",variation,TapeTech,(Uncategorized),399.00,,399.00,271.00,399.00,128.00,32.08,32.08,47.23,32.08,30.00,387.15,279.30,-8.30,0
48TT,"TapeTech Corner Finisher - 3"" EasyRoll® Adjustable",variation,TapeTech,(Uncategorized),429.00,,429.00,278.50,429.00,150.50,35.08,35.08,54.04,35.08,30.00,397.86,300.30,-21.80,0
48XTT,"TapeTech Corner Finisher - 3.5"" EasyRoll® Adjustable",variation,TapeTech,(Uncategorized),448.22,,448.22,313.75,439.00,134.47,30.00,30.00,42.86,28.53,30.00,448.22,313.75,0.00,0
15TTE,TapeTech Corner Roller - Inside Corner,variation,TapeTech,(Uncategorized),189.00,,189.00,,189.00,,,,,,30.00,,132.30,,0
17TT,TapeTech Corner Roller - Outside Corner,variation,TapeTech,(Uncategorized),170.00,,170.00,113.32,170.00,56.68,33.34,33.34,50.02,33.34,30.00,161.89,119.00,-5.68,0
17TTE,TapeTech Corner Roller - Flex Tape Outside Corner,variation,TapeTech,(Uncategorized),184.06,,184.06,128.84,179.00,55.22,30.00,30.00,42.86,28.02,30.00,184.06,128.84,0.00,0
CH55TT,TapeTech Cove Applicator Head - 55 mm,variation,TapeTech,(Uncategorized),99.00,,99.00,,99.00,,,,,,30.00,,69.30,,0
CH75TT,TapeTech Cove Applicator Head - 75 mm,variation,TapeTech,(Uncategorized),99.00,,99.00,,99.00,,,,,,30.00,,69.30,,0
CH83TT,TapeTech Cove Applicator Head - 83 mm,variation,TapeTech,(Uncategorized),99.00,,99.00,,99.00,,,,,,30.00,,69.30,,0
CH90TT,TapeTech Cove Applicator Head - 90 mm,variation,TapeTech,(Uncategorized),99.00,,99.00,,99.00,,,,,,30.00,,69.30,,0
CF25TT,"TapeTech Direct Corner Flusher - 2.5""",variation,TapeTech,(Uncategorized),114.00,,114.00,70.88,114.00,43.12,37.82,37.82,60.84,37.82,30.00,101.26,79.80,-8.92,0
CF30TT,"TapeTech Direct Corner Flusher - 3""",variation,TapeTech,(Uncategorized),119.00,,119.00,69.08,119.00,49.92,41.95,41.95,72.26,41.95,30.00,98.69,83.30,-14.22,0
CF35TT,"TapeTech Direct Corner Flusher - 3.5""",variation,TapeTech,(Uncategorized),125.00,,125.00,69.35,125.00,55.65,44.52,44.52,80.25,44.52,30.00,99.08,87.50,-18.15,0
CF40TT,"TapeTech Direct Corner Flusher - 4""",variation,TapeTech,(Uncategorized),129.00,,129.00,72.86,129.00,56.14,43.52,43.52,77.05,43.52,30.00,104.09,90.30,-17.44,0
03TT,"TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""",variation,TapeTech,(Uncategorized),1775.00,,1775.00,,1775.00,,,,,,30.00,,1242.50,,0
07TT,TapeTech EasyClean® Automatic Taper - Standard,variation,TapeTech,(Uncategorized),1672.12,,1672.12,1170.48,1599.00,501.64,30.00,30.00,42.86,26.80,30.00,1672.12,1170.48,0.00,0
07TT-C,TapeTech EasyClean® Automatic Taper - Carbon Fiber,variation,TapeTech,(Uncategorized),1816.18,,1816.18,1271.32,1780.00,544.86,30.00,30.00,42.86,28.58,30.00,1816.18,1271.33,-0.01,0
EZ07TT,"TapeTech EasyClean® Finishing Box - 7""",variation,TapeTech,(Uncategorized),379.00,,379.00,264.31,379.00,114.69,30.26,30.26,43.39,30.26,30.00,377.59,265.30,-0.99,0
EZ10TT,"TapeTech EasyClean® Finishing Box - 10""",variation,TapeTech,(Uncategorized),391.69,,391.69,274.18,389.00,117.51,30.00,30.00,42.86,29.52,30.00,391.69,274.18,0.00,0
EZ12TT,"TapeTech EasyClean® Finishing Box - 12""",variation,TapeTech,(Uncategorized),405.72,,405.72,284.00,399.00,121.72,30.00,30.00,42.86,28.82,30.00,405.72,284.00,0.00,0
EZ15TT,"TapeTech EasyClean® Finishing Box - 15""",variation,TapeTech,(Uncategorized),429.00,,429.00,,429.00,,,,,,30.00,,300.30,,0
76TT,TapeTech EasyClean® Pump - Standard,variation,TapeTech,(Uncategorized),399.00,,399.00,,,,,,,,30.00,,279.30,,0
76TT-CA,TapeTech EasyClean® Pump - Canada,variation,TapeTech,(Uncategorized),409.00,,409.00,,409.00,,,,,,30.00,,286.30,,0
76XLTT,TapeTech EasyClean® Pump - Extra Long,variation,TapeTech,(Uncategorized),659.00,,659.00,455.91,659.00,203.09,30.82,30.82,44.55,30.82,30.00,651.30,461.30,-5.39,0
8134TT,"TapeTech EasyFinish™ Box Handle - 34""",variation,TapeTech,(Uncategorized),259.76,,259.76,181.83,259.00,77.93,30.00,30.00,42.86,29.80,30.00,259.76,181.83,0.00,0
8142TT,"TapeTech EasyFinish™ Box Handle - 42""",variation,TapeTech,(Uncategorized),269.00,,269.00,187.11,269.00,81.89,30.44,30.44,43.77,30.44,30.00,267.30,188.30,-1.19,0
8154TT,"TapeTech EasyFinish™ Box Handle - 54""",variation,TapeTech,(Uncategorized),279.00,,279.00,191.29,279.00,87.71,31.44,31.44,45.85,31.44,30.00,273.28,195.30,-4.01,0
8172TT,"TapeTech EasyFinish™ Box Handle - 72""",variation,TapeTech,(Uncategorized),291.28,,291.28,203.89,289.00,87.39,30.00,30.00,42.86,29.45,30.00,291.28,203.90,-0.01,0
8034TT,"TapeTech Flat Box Handle - 34""",variation,TapeTech,(Uncategorized),229.00,,229.00,146.00,229.00,83.00,36.24,36.24,56.85,36.24,30.00,208.58,160.30,-14.30,0
8042TT,"TapeTech Flat Box Handle - 42""",variation,TapeTech,(Uncategorized),234.00,,234.00,162.14,234.00,71.86,30.71,30.71,44.32,30.71,30.00,231.63,163.80,-1.66,0
8054TT,"TapeTech Flat Box Handle - 54""",variation,TapeTech,(Uncategorized),239.00,,239.00,164.00,239.00,75.00,31.38,31.38,45.73,31.38,30.00,234.29,167.30,-3.30,0
8072TT,"TapeTech Flat Box Handle - 72""",variation,TapeTech,(Uncategorized),249.00,,249.00,167.00,249.00,82.00,32.93,32.93,49.10,32.93,30.00,238.58,174.30,-7.30,0
85T,TapeTech Gooseneck - Standard,variation,TapeTech,(Uncategorized),105.00,,105.00,,105.00,,,,,,30.00,,73.50,,0
85XLTT,TapeTech Gooseneck - Extra Long,variation,TapeTech,(Uncategorized),199.00,,199.00,136.64,,62.36,31.34,31.34,45.64,,30.00,195.20,139.30,-2.66,0
EHC07,"TapeTech MaxxBox® High Capacity Finishing Box - 7""",variation,TapeTech,(Uncategorized),419.00,,419.00,,419.00,,,,,,30.00,,293.30,,0
EHC10,"TapeTech MaxxBox® High Capacity Finishing Box - 10""",variation,TapeTech,(Uncategorized),419.00,,419.00,,419.00,,,,,,30.00,,293.30,,0
EHC12,"TapeTech MaxxBox® High Capacity Finishing Box - 12""",variation,TapeTech,(Uncategorized),444.00,,444.00,,444.00,,,,,,30.00,,310.80,,0
NS02TT,"TapeTech Nail Spotter - 2""",variation,TapeTech,(Uncategorized),303.66,,303.66,212.56,278.00,91.10,30.00,30.00,42.86,23.54,30.00,303.66,212.56,0.00,0
NS03TT,"TapeTech Nail Spotter - 3""",variation,TapeTech,(Uncategorized),313.10,,313.10,219.17,289.00,93.93,30.00,30.00,42.86,24.16,30.00,313.10,219.17,0.00,0
PAHC07,"TapeTech Power Assist® MaxxBox® Finishing Box - 7""",variation,TapeTech,(Uncategorized),491.26,,491.26,343.88,459.00,147.38,30.00,30.00,42.86,25.08,30.00,491.26,343.88,0.00,0
PAHC10,"TapeTech Power Assist® MaxxBox® Finishing Box - 10""",variation,TapeTech,(Uncategorized),494.93,,494.93,346.45,469.00,148.48,30.00,30.00,42.86,26.13,30.00,494.93,346.45,0.00,0
PAHC12,"TapeTech Power Assist® MaxxBox® Finishing Box - 12""",variation,TapeTech,(Uncategorized),520.16,,520.16,364.11,479.00,156.05,30.00,30.00,42.86,23.99,30.00,520.16,364.11,0.00,0
QB06-QSX,"TapeTech QuickBox® QSX Finishing Box - 6.5""",variation,TapeTech,(Uncategorized),149.00,,149.00,97.23,149.00,51.77,34.74,34.74,53.24,34.74,30.00,138.90,104.30,-7.07,0
QB08-QSX,"TapeTech QuickBox® QSX Finishing Box - 8.5""",variation,TapeTech,(Uncategorized),180.19,,180.19,126.13,174.00,54.06,30.00,30.00,42.86,27.51,30.00,180.19,126.13,0.00,0
FHTT,TapeTech Support Handle - Fiberglass,variation,TapeTech,(Uncategorized),59.00,,59.00,39.19,59.00,19.81,33.58,33.58,50.55,33.58,30.00,55.99,41.30,-2.11,0
FHTT-CC,TapeTech Support Handle - Closet Crusher Fiberglass,variation,TapeTech,(Uncategorized),50.00,,50.00,34.64,50.00,15.36,30.72,30.72,44.34,30.72,30.00,49.49,35.00,-0.36,0
XHTT,TapeTech Support Handle - Extension,variation,TapeTech,(Uncategorized),179.00,,179.00,122.22,179.00,56.78,31.72,31.72,46.46,31.72,30.00,174.60,125.30,-3.08,0
CAA-TT,TapeTech Support Handle Adapter - Corner Applicator,variation,TapeTech,(Uncategorized),45.00,,45.00,29.80,45.00,15.20,33.78,33.78,51.01,33.78,30.00,42.58,31.50,-1.70,0
CFA-TT,TapeTech Support Handle Adapter - Corner Finisher,variation,TapeTech,(Uncategorized),49.00,,49.00,34.04,49.00,14.96,30.53,30.53,43.95,30.53,30.00,48.63,34.30,-0.26,0
NSA-TT,TapeTech Support Handle Adapter - Nail Spotter,variation,TapeTech,(Uncategorized),40.00,,40.00,29.90,,10.10,25.25,25.25,33.78,,30.00,42.72,28.00,1.90,0
8000TT,TapeTech Wizard® Compact Finishing Box Handle - Standard,variation,TapeTech,(Uncategorized),109.00,,109.00,,,,,,,,30.00,,76.30,,0
8000TT-PA,TapeTech Wizard® Compact Finishing Box Handle - Power Assist,variation,TapeTech,(Uncategorized),109.00,,109.00,55.47,109.00,53.53,49.11,49.11,96.50,49.11,30.00,79.25,76.30,-20.83,0
14TT,TapeTech MudRunner® Compound Applicator - Standard,variation,TapeTech,(Uncategorized),900.00,,900.00,,,,,,,,30.00,,630.00,,0
MR01TT,TapeTech MudRunner® Compound Applicator - Pro,variation,TapeTech,(Uncategorized),1099.00,,1099.00,762.08,1099.00,336.92,30.66,30.66,44.21,30.66,30.00,1088.69,769.30,-7.22,0
CTA01TT,TapeTech Compound Tube Filler Adapter,simple,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Taping Tool Accessories,19.99,,19.99,12.57,19.99,7.42,37.12,37.12,59.03,37.12,30.00,17.96,13.99,-1.42,0
MRX01TT,TapeTech Extension,simple,TapeTech,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Taping Tool Accessories,179.00,,179.00,,179.00,,,,,,30.00,,125.30,,0
