Brand,Product Name,SKU,Product Price,Product Description
Advance,Advance 439 Set Screw Brass,ADVA-A439,5.1,Advance 439 Set Screw Brass and other replacement parts available to keep your favorite Advance Tools running at peak performance.
Advance,Advance 440 Spur Gear 34T,ADVA-440,41.35,The Advance 440 Spur Gear 34T and other parts available to keep your favorite Advance tools running at peak performance. Shop our wide inventory of replacement parts for easy and fast tool repairs.
Advance,Advance 5 ft. Professional Paperhanging Outfit Set,ADVA-315-5,485.15,"The Advance 5 ft. Professional Paperhanging Outfit Set includes: ¾ in. 5 ft. Paste Boards, Non-Skid Trestles, Aluminum Straightedge, Wood Yardstick, and Paste Board Clamps. Everything you need for professional installation!"
Advance,Advance 5 in. Graduated Graining Comb (Fine to Coarse),ADVA-105,14.88,"The Advance 5 in. Graining Comb Set (Fine to Coarse) is made from solid rubber, featuring graduated teeth for a variety of applications."
Advance,Advance 5 in. Graining Roller,ADVA-315,13.15,"Advance 5 in. Graining Roller features a 1.5 in. diameter with a wooden core and wire handle. Durable, lightweight, and yields even texture."
Advance,"Advance 5"" Wood Ring Graining Tool",ADVA-107,8.67,"The Advance 5” Wood Ring Graining Tool is a valuable and handy tool which produces a natural wood grain effect. Rubber corrugation mounted on quarter round blocks. Durable, smooth wood handles."
Advance,Advance 500 ft. Roll Capacity Tape Holder,ADVA-TH50,13.67,The Advance 500 ft. Roll Capacity Tape Holder is made from solid steel and features a belt hook. Steel tape holder plated to resist rust. Durable construction for jobsite usage. Holds up to 500 ft. roll tape.
Advance,Advance 6 ft. Aluminum Straightedge with Track,ADVA-300-6,79.17,"The Advance 6 ft. Magnesium Straightedge with Track is always true, accurate, and will not warp. Use with razor blade or razor knife for trimming vinyl and fabric backed wallcoverings."
Advance,Advance 6 ft. Professional Paperhanging Outfit Set,ADVA-316-6,524.8,"The Advance 6 ft. Professional Paperhanging Outfit Set includes: ¾ in. 6 ft. Paste Boards, Non-Skid Trestles, Aluminum Straightedge, Wood Yardstick, and Paste Board Clamps. Everything you need for professional installation!"
Advance,"Advance 6"" Blue Steel Cool Grip II Taping Knife (ADVA-36606)",ADVA-36606,7.9,The Advance Blue Steel Cool Grip II Taping Knives feature fine ergonomic balance and American craftsmanship.
Advance,"Advance 6"" Blue Steel Slimline Textured Handle Taping Knife (ADVA-34406)",ADVA-34406,6.15,"The Advance Blue Steel Slimline Textured Handle Taping Knives are the new, lightweight, slim version with flexible blue spring steel blades held in aluminum rib. Sturdy textured black handles are molded directly to the blades."
Advance,"Advance 6"" Patch Pan (ADVA-6PR)",ADVA-6PR,5,"The Advance 6"" Patch Pan is ultra-lightweight, made from 100% recycled material, and is ideal for all compounds. For use with 1″- 6″ knives."
Advance,"Advance 6"" Stainless Steel Slimline Textured Handle Taping Knife",ADVA-35506,6.85,"The Advance 6"" Stainless Steel Slimline Textured Handle Taping Knife is the new, lightweight, slim version of the textured handle series knives. Flexible stainless steel blade held in aluminum rib."
Advance,"Advance 6' x 3"" Aluminum Plate",ADVA-ZP-6,49,"The Advance 6’ x 3” Aluminum Plate is ideal for a cutting/trimming surface for wallcovering installation. The aluminum plate protects wood table top. Softer than wood, extends blade sharpness."
Advance,"Advance 6'x 32"" Folding Paste Table with Aluminum Plate - 16"" Closed, 32"" Open",ADVA-36Z-6,499.5,"The Advance 6’X32” Folding Paste Table with Aluminum Plate – 16” Closed, 32” Open is made from clear basswood which has been securely glued and stapled together for durability."
Advance,"Advance 6'x24"" Folding Paste Table - 12"" Closed, 24"" Open",ADVA-30-6,381.65,"The Advance 6’x24” Folding Paste Table – 16” Closed, 24” Open is made from clear basswood which has been securely glued and stapled together for durability."
Advance,"Advance 6'x24"" Folding Paste Table with Aluminum Plate - 12"" Closed, 24"" Open",ADVA-30Z-6,454.1,"The Advance 6’X24” Folding Paste Table with Aluminum Plate – 12” Closed, 24” Open is made from clear basswood which has been securely glued and stapled together for durability."
Advance,"Advance 6'x32"" Folding Paste Table - 16"" Closed, 32"" Open",ADVA-36-6,427.2,"The Advance 6’x32” Folding Paste Table – 16” Closed, 32” Open is made from clear basswood which has been securely glued and stapled together for durability."
Advance,Advance 62 in. Paste Mate Heavy Duty Complete Pasting Machine,ADVA-50621CX,5060,"Advance 62 in. Paste Mate Heavy Duty Complete Pasting Machine comes with Rolling Stand, Two-Wheel Measuring Counter, Booking Table, and Transportation Shelf. Capable of handling Type I, Type II, and Type III Commercial Grade Wallcoverings."
Advance,Advance 62 in. Paste Mate Heavy Duty Pasting Machine (Model B562-HD),ADVA-50621X,4590,"Advance 62 in. Paste Mate Heavy Duty Pasting Machine (Model B562-HD) comes with Rolling Stand and Two-Wheel Measuring Counter. This Pasting Machine is capable of handling Type I, Type II, and Type III Commercial Wallcoverings."
Advance,Advance 62 in. Paste Mate Rolling Stand,ADVA-562RS,555,The Advance 62 in. Paste Mate Rolling Stand attaches effortlessly and comes with 4 in. locking casters. This rolling stand is made from durable stainless-steel and is height adjustable. Legs fold under machine for easy transport.
Advance,Advance 62 in. Paste Mate Storage Case,ADVA-51628X,820,"Keep your pasting machine safe by investing in the Advance 62 in. Paste Mate Storage Case. Made from Fiberboard Core and ¼ in. Top-Coat Melamine Panel, fits Pasting Machine, Rolling Stand, and Booking Table."
Advance,"Advance 7"" Adjustable Stainless Steel Wipedown Knife",ADVA-38007,17.45,"WallTools a leading supplier of professional tools for drywall hanging and drywall finishing, wallpaper, wallcovering, and ceiling grid. Major brands including automatic taping tools by Columbia Taping Tools, Blue Line & Tapepro, TapeTech, Level-5; Advance Paste machines; DeWalt Power tools; USG Sheetrock taping knives, Kraft, Trim-Tex, Porter Cable, and many more."
Advance,Advance 70 Hex Bolt,ADVA-A70,0.75,Advance 70 Hex Bolt and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance 710 Spur Gear 33T,ADVA-710,39.25,The Advance 710 Spur Gear 33T and other parts available to keep your favorite Advance tools running at peak performance. Shop our wide inventory of replacement parts for easy and fast tool repairs.
Advance,Advance 759 Nut,ADVA-A759,1.7,Advance 759 Nut and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,"Advance 8"" Blue Steel Cool Grip II Taping Knife (ADVA-36608)",ADVA-36608,8,The Advance Blue Steel Cool Grip II Taping Knives feature fine ergonomic balance and American craftsmanship.
Advance,"Advance 8"" Blue Steel Slimline Textured Handle Taping Knife (ADVA-34408)",ADVA-34408,6.45,"The Advance Blue Steel Slimline Textured Handle Taping Knives are the new, lightweight, slim version with flexible blue spring steel blades held in aluminum rib. Sturdy textured black handles are molded directly to the blades."
Advance,"Advance 8"" Cool Grip II Offset Blue Steel Taping Knife",ADVA-OSG-8,23.3,"The Advance 8"" Cool Grip II Offset Blue Steel Taping Knife features an innovative offset design, allowing for better control and pressure. Made from stainless steel with stainless steel blades and counter sunk rivets."
Advance,"Advance 8"" Cool Grip II Offset Stainless Steel Taping Knife",ADVA-OSG-8SS,30.3,"The Advance 8"" Cool Grip II Offset Stainless Steel Taping Knife features an innovative offset design, allowing for better control and pressure. Made from stainless steel with stainless steel blades and counter sunk rivets."
Advance,Advance 816 Stopper-Left,ADVA-A816,18.2,Advance 816 Stopper-Left and other replacement parts available to keep your Advance Tools running at peak performance.
Advance,Advance 817 Stopper-Right,ADVA-A817,18.2,Advance 817 Stopper-Right and other replacement parts available to keep your Advance Tools running at peak performance.
Advance,Advance 820 Spur Gear 28T,ADVA-820,38.5,The Advance 820 Spur Gear 28T and other parts available to keep your favorite Advance tools running at peak performance. Shop our wide inventory of replacement parts for easy and fast tool repairs.
Advance,Advance 823 Quick Release Latch,ADVA-A823,11.5,Advance 823 Quick Release Latch and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance 827 Drain Plug,ADVA-827,11.62,Advance 827 Drain Plug and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance 832 Adjusting Lever Bushing,ADVA-A832,18.35,Advance 832 Adjusting Lever Bushing and other replacement parts available to keep your Advance Tools running at peak performance.
Advance,Advance 834 Adjusting Lever,ADVA-A834,29.15,Advance 834 Adjusting Lever and other replacement parts available for fast and easy repair on your favorite Advance tools.
Advance,Advance 860 Spur Gear 40T,ADVA-860,37.25,The Advance 860 Spur Gear 40T and other parts available to keep your favorite Advance tools running at peak performance. Shop our wide inventory of replacement parts for easy and fast tool repairs.
Advance,Advance 862 Leaf Spring,ADVA-862,7.1,Advance 862 Leaf Spring and other replacement parts to keep your Advance tools running at peak performance.
Advance,Advance 876 Swing Bar,ADVA-876,14.15,Advance 876 Swing Bar and other replacement parts available to keep your pasting machine running at peak performance.
Advance,Advance 878 Spring,ADVA-A878,5.55,Advance 878 Spring and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance 879 Bolt,ADVA-A879,2.95,Advance 879 Bolt and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance 886 Roller Bushing,ADVA-886,11.55,Advance 886 Roller Bushing and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance 887 Roller Bushing,ADVA-887,13.75,Advance 887 Roller Bushing and other replacement parts to keep your Advance tools running at peak performance.
Advance,Advance 93 Socket Head Screw,ADVA-93,0.75,Advance 93 Socket Head Screw and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,"Advance 9” Graining Comb Set (Fine, Med, Coarse)",ADVA-903,33.92,"The Advance 9” Graining Comb Set (Fine, Med, Coarse) features soft rubber teeth and 9” wood strips."
Advance,Advance A1303 1/4-20 x 1 1/2 Machine Screw,ADVA-A1303,0.75,Advance A1303 1/4-20 x 1 1/2 Machine Screw and other replacement parts available to keep your favorite Advance tools running at peak performance.
Advance,Advance A1305 1/4-20 Nut,ADVA-A1305,0.75,Advance A1305 1/4-20 Nut and other replacement parts available to keep your favorite Advance tools running at peak performance.
Advance,"Advance A1306 1/4"" Flat Washer",ADVA-A1306,0.25,"Advance A1306 1/4"" Flat Washer and other replacement parts available to keep your favorite pasting machine running at peak performance."
Advance,Advance A1308 1/4-20 x 3/8 Lock Screw,ADVA-A1308,1.95,Advance A1308 Nut 1/4-20 x 3/8 Lock Screw and other replacement parts available to keep your favorite Advance tools running at peak performance.
Advance,Advance A1321 Plastic End Cap,ADVA-A1321,1,Advance A1321 Plastic End Cap and other replacement parts to keep your favorite pasting machine running at peak performance.
Advance,Advance A1701L Quikpaster Paste Tank Left Side,ADVA-A1701L,37.3,Advance A1701L Quikpaster Paste Tank Left Side is essential for keeping your Quikpaster running at peak performance.
Advance,Advance A1701R Quikpaster Paste Tank Right Side,ADVA-A1701R,37.3,The Advance A1701R Quikpaster Paste Tank Right Side is essential for keeping your Quikpaster running at peak performance.
Advance,Advance A1710 Quikpaster Drain Plug,ADVA-A1710,2,Advance A1710 Quikpaster Drain Plug and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance A1713 Quikpaster Material Support Shaft,ADVA-A1713,12,Advance A1713 Quikpaster Material Support Shaft and other replacement parts to keep your pasting machine running at peak performance.
Advance,Advance A1714 Quikpaster Material Disc,ADVA-A1714,8,Advance A1714 Quikpaster Material Disc and other replacement parts to keep your pasting machine running at peak performance.
Advance,Advance A1715 Quikpaster Left Material Support Bracket,ADVA-A1715,9.2,Advance A1715 Quikpaster Left Material Support Bracket and other replacement parts available to keep your pasting machine running at peak performance.
Advance,Advance A1716 Quikpaster Right Material Support Bracket,ADVA-A1716,9.2,Advance A1716 Quikpaster Right Material Support Bracket and other replacement parts available to keep your pasting machine running at peak performance.
Advance,"Advance A1720 Quikpaster Lid 30""",ADVA-A1720,77.15,"Advance A1720 Quikpaster Lid 30"" and other replacement parts available to keep your pasting machine running at peak performance."
Advance,Advance A1721 Quikpaster Left Lid Bracket,ADVA-A1721,10.9,Advance A1722 Quikpaster Left Lid Bracket and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance A1722 Quikpaster Right Lid Bracket,ADVA-A1722,10.7,Advance A1722 Quikpaster Right Lid Bracket and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance A1723 Quikpaster Lid Roller,ADVA-A1723,26.95,Advance A1723 Quikpaster Lid Roller and other replacement parts available to keep your pasting machine running at peak performance.
Advance,Advance A1741 Qwikpaster Counter Hinge,ADVA-A1741,80.85,The Advance A1741 Qwikpaster Counter Hinge and other replacement parts to service or repair your favorite pasting machines. Shop our inventory of parts and accessories for Wallcovering Pasting Machines.
Advance,Advance A36 Pan Head Screw (ADVA-A36),ADVA-A36,0.75,Advance A36 Pan Head Screw and other replacement parts available to keep your favorite Advance tools running at peak performance.
Advance,Advance A441 Snap Ring,ADVA-A441,2.7,Advance 441 Snap Ring and other replacement parts available to keep your favorite pasting machine running at peak performance.
Advance,Advance A459 Spacer,ADVA-A459,6.4,Advance A459 Spacer and other replacement parts available to keep your favorite Advance tools running at peak performance.
Advance,Advance A815 Bushing,ADVA-A815,5.25,Advance A815 Bushing and other replacement parts available to keep your favorite Advance Tools running at peak performance.
